timestamp_key,timestamp_date,timestamp_time,event_date,event_begin,event_end,event_particulars
888464_2023-05-17_15:15:00.000000,2023-05-17,15:15:00.000000,2023-05-17,1522,1532,II/2    343
888464_2023-05-17_15:30:00.000000,2023-05-17,15:30:00.000000,2023-05-17,1522,1532,II/2    343
888468_2023-05-18_08:11:00.000000,2023-05-18,08:11:00.000000,2023-05-18,0825,0826,III/1
888468_2023-05-18_12:41:00.000000,2023-05-18,12:41:00.000000,2023-05-18,1248,1249,III/1
888468_2023-05-18_13:56:00.000000,2023-05-18,13:56:00.000000,2023-05-18,1358,1405,III/2
888468_2023-05-18_14:41:00.000000,2023-05-18,14:41:00.000000,2023-05-18,1450,1451,III/1
888468_2023-05-18_15:56:00.000000,2023-05-18,15:56:00.000000,2023-05-18,1559,1603,III/1
888468_2023-05-18_16:41:00.000000,2023-05-18,16:41:00.000000,2023-05-18,1649,1650,III/1
888472_2023-05-19_07:11:00.000000,2023-05-19,07:11:00.000000,2023-05-19,0712,0715,III/1
888472_2023-05-19_07:56:00.000000,2023-05-19,07:56:00.000000,2023-05-19,0758,0803,III/2
888472_2023-05-19_08:26:00.000000,2023-05-19,08:26:00.000000,2023-05-19,0836,0837,III/2
888472_2023-05-19_09:11:00.000000,2023-05-19,09:11:00.000000,2023-05-19,0913,0915,III/1
888472_2023-05-19_09:56:00.000000,2023-05-19,09:56:00.000000,2023-05-19,1009,1009,III/1
888472_2023-05-19_16:11:00.000000,2023-05-19,16:11:00.000000,2023-05-19,1618,1619,III/1
888472_2023-05-19_16:56:00.000000,2023-05-19,16:56:00.000000,2023-05-19,1709,1718,III/1
888472_2023-05-19_17:11:00.000000,2023-05-19,17:11:00.000000,2023-05-19,1709,1718,III/1
888476_2023-05-20_06:26:00.000000,2023-05-20,06:26:00.000000,2023-05-20,0630,0630,III/1
888476_2023-05-20_07:11:00.000000,2023-05-20,07:11:00.000000,2023-05-20,0712,0716,III/1
888476_2023-05-20_07:26:00.000000,2023-05-20,07:26:00.000000,2023-05-20,0740,0807,III/1
888476_2023-05-20_07:41:00.000000,2023-05-20,07:41:00.000000,2023-05-20,0740,0807,III/1
888476_2023-05-20_07:56:00.000000,2023-05-20,07:56:00.000000,2023-05-20,0740,0807,III/1
888476_2023-05-20_09:11:00.000000,2023-05-20,09:11:00.000000,2023-05-20,0920,0925,III/1
888476_2023-05-20_11:26:00.000000,2023-05-20,11:26:00.000000,2023-05-20,1127,1129,III/2
888480_2023-05-21_06:56:00.000000,2023-05-21,06:56:00.000000,2023-05-21,0708,0714,III/1
888480_2023-05-21_07:11:00.000000,2023-05-21,07:11:00.000000,2023-05-21,0708,0714,III/1
888480_2023-05-21_09:56:00.000000,2023-05-21,09:56:00.000000,2023-05-21,1002,1002,III/1
888572_2023-05-21_10:00:00.000000,2023-05-21,10:00:00.000000,2023-05-21,1002,1002,III/1
888574_2023-05-21_10:00:00.000000,2023-05-21,10:00:00.000000,2023-05-21,1002,1002,III/1
888480_2023-05-21_13:26:00.000000,2023-05-21,13:26:00.000000,2023-05-21,1340,1340,III/1
888572_2023-05-21_13:30:00.000000,2023-05-21,13:30:00.000000,2023-05-21,1340,1340,III/1
888574_2023-05-21_13:30:00.000000,2023-05-21,13:30:00.000000,2023-05-21,1340,1340,III/1
888484_2023-05-22_09:26:00.000000,2023-05-22,09:26:00.000000,2023-05-22,0933,0934,III/2
888484_2023-05-22_13:26:00.000000,2023-05-22,13:26:00.000000,2023-05-22,1332,1334,III/2
888484_2023-05-22_13:26:00.000000,2023-05-22,13:26:00.000000,2023-05-22,1340,1353,II/2    439
888484_2023-05-22_13:41:00.000000,2023-05-22,13:41:00.000000,2023-05-22,1340,1353,II/2    439
888504_2023-05-23_08:41:00.000000,2023-05-23,08:41:00.000000,2023-05-23,0854,0856,III/1
888504_2023-05-23_10:56:00.000000,2023-05-23,10:56:00.000000,2023-05-23,1059,2355,IV/2
888504_2023-05-23_11:11:00.000000,2023-05-23,11:11:00.000000,2023-05-23,1059,2355,IV/2
888504_2023-05-23_11:26:00.000000,2023-05-23,11:26:00.000000,2023-05-23,1059,2355,IV/2
888504_2023-05-23_11:41:00.000000,2023-05-23,11:41:00.000000,2023-05-23,1059,2355,IV/2
888504_2023-05-23_11:56:00.000000,2023-05-23,11:56:00.000000,2023-05-23,1059,2355,IV/2
888504_2023-05-23_12:11:00.000000,2023-05-23,12:11:00.000000,2023-05-23,1059,2355,IV/2
888504_2023-05-23_11:11:00.000000,2023-05-23,11:11:00.000000,2023-05-23,1118,1119,III/2
888504_2023-05-23_11:11:00.000000,2023-05-23,11:11:00.000000,2023-05-23,1120,1757,IV/2
888504_2023-05-23_11:26:00.000000,2023-05-23,11:26:00.000000,2023-05-23,1120,1757,IV/2
888504_2023-05-23_11:41:00.000000,2023-05-23,11:41:00.000000,2023-05-23,1120,1757,IV/2
888504_2023-05-23_11:56:00.000000,2023-05-23,11:56:00.000000,2023-05-23,1120,1757,IV/2
888504_2023-05-23_12:11:00.000000,2023-05-23,12:11:00.000000,2023-05-23,1120,1757,IV/2
888504_2023-05-23_12:26:00.000000,2023-05-23,12:26:00.000000,2023-05-23,1120,1757,IV/2
888504_2023-05-23_11:56:00.000000,2023-05-23,11:56:00.000000,2023-05-23,1157,1158,III/1
888508_2023-05-24_09:11:00.000000,2023-05-24,09:11:00.000000,2023-05-24,0925,1608,IV/1
888508_2023-05-24_09:26:00.000000,2023-05-24,09:26:00.000000,2023-05-24,0925,1608,IV/1
888508_2023-05-24_09:41:00.000000,2023-05-24,09:41:00.000000,2023-05-24,0925,1608,IV/1
888508_2023-05-24_09:56:00.000000,2023-05-24,09:56:00.000000,2023-05-24,0925,1608,IV/1
888508_2023-05-24_10:11:00.000000,2023-05-24,10:11:00.000000,2023-05-24,0925,1608,IV/1
888508_2023-05-24_10:26:00.000000,2023-05-24,10:26:00.000000,2023-05-24,0925,1608,IV/1
888508_2023-05-24_12:41:00.000000,2023-05-24,12:41:00.000000,2023-05-24,1254,1255,III/2
888508_2023-05-24_15:11:00.000000,2023-05-24,15:11:00.000000,2023-05-24,1522,1527,III/2
888508_2023-05-24_15:26:00.000000,2023-05-24,15:26:00.000000,2023-05-24,1522,1527,III/2
888512_2023-05-25_06:56:00.000000,2023-05-25,06:56:00.000000,2023-05-25,0700,0702,III/1
888512_2023-05-25_07:41:00.000000,2023-05-25,07:41:00.000000,2023-05-25,0742,0748,III/2
888512_2023-05-25_09:11:00.000000,2023-05-25,09:11:00.000000,2023-05-25,0925,0928,III/2
888512_2023-05-25_09:26:00.000000,2023-05-25,09:26:00.000000,2023-05-25,0925,0928,III/2
888512_2023-05-25_12:41:00.000000,2023-05-25,12:41:00.000000,2023-05-25,1253,1255,III/3
888512_2023-05-25_14:26:00.000000,2023-05-25,14:26:00.000000,2023-05-25,1428,1428,III/2
888512_2023-05-25_16:26:00.000000,2023-05-25,16:26:00.000000,2023-05-25,1633,1636,III/1
888516_2023-05-26_14:41:00.000000,2023-05-26,14:41:00.000000,2023-05-26,1442,1443,III/1
888520_2023-05-27_08:11:00.000000,2023-05-27,08:11:00.000000,2023-05-27,0812,0813,III/2
888520_2023-05-27_09:41:00.000000,2023-05-27,09:41:00.000000,2023-05-27,0951,0951,III/1
888520_2023-05-27_10:11:00.000000,2023-05-27,10:11:00.000000,2023-05-27,1012,1013,III/2
888520_2023-05-27_12:41:00.000000,2023-05-27,12:41:00.000000,2023-05-27,1250,1250,III/2
888520_2023-05-27_12:56:00.000000,2023-05-27,12:56:00.000000,2023-05-27,1307,1308,III/3
888520_2023-05-27_13:11:00.000000,2023-05-27,13:11:00.000000,2023-05-27,1315,1316,III/2
888524_2023-05-28_07:11:00.000000,2023-05-28,07:11:00.000000,2023-05-28,0724,0724,III/1
888524_2023-05-28_07:56:00.000000,2023-05-28,07:56:00.000000,2023-05-28,0757,0758,III/1
888524_2023-05-28_08:26:00.000000,2023-05-28,08:26:00.000000,2023-05-28,0835,0835,III/1
888524_2023-05-28_10:26:00.000000,2023-05-28,10:26:00.000000,2023-05-28,1034,1043,III/1
888524_2023-05-28_10:41:00.000000,2023-05-28,10:41:00.000000,2023-05-28,1034,1043,III/1
888524_2023-05-28_11:56:00.000000,2023-05-28,11:56:00.000000,2023-05-28,1156,1157,III/2
888524_2023-05-28_13:26:00.000000,2023-05-28,13:26:00.000000,2023-05-28,1329,1329,III/1
888524_2023-05-28_16:26:00.000000,2023-05-28,16:26:00.000000,2023-05-28,1631,1632,III/1
888528_2023-05-29_06:56:00.000000,2023-05-29,06:56:00.000000,2023-05-29,0658,0659,III/1
888528_2023-05-29_09:11:00.000000,2023-05-29,09:11:00.000000,2023-05-29,0914,0924,III/2
888528_2023-05-29_10:56:00.000000,2023-05-29,10:56:00.000000,2023-05-29,1108,1108,III/1
888528_2023-05-29_11:56:00.000000,2023-05-29,11:56:00.000000,2023-05-29,1208,1208,III/1
888528_2023-05-29_12:41:00.000000,2023-05-29,12:41:00.000000,2023-05-29,1252,1258,III/1
888528_2023-05-29_12:56:00.000000,2023-05-29,12:56:00.000000,2023-05-29,1252,1258,III/1
888528_2023-05-29_13:26:00.000000,2023-05-29,13:26:00.000000,2023-05-29,1337,1346,III/1
888528_2023-05-29_13:41:00.000000,2023-05-29,13:41:00.000000,2023-05-29,1337,1346,III/1
2019321_2023-06-15_12:31:00.000000,2023-06-15,12:31:00.000000,2023-06-15,1242,1247,III/1
2019743_2023-06-28_05:52:01.000000,2023-06-28,05:52:01.000000,2023-06-28,0555,0605,III/2
2019743_2023-06-28_05:52:01.000000,2023-06-28,05:52:01.000000,2023-06-28,0602,0603,III/2
2019743_2023-06-28_14:22:01.000000,2023-06-28,14:22:01.000000,2023-06-28,1423,1423,III/2
2019743_2023-06-28_15:07:01.000000,2023-06-28,15:07:01.000000,2023-06-28,1509,1510,III/1
2019743_2023-06-28_15:22:01.000000,2023-06-28,15:22:01.000000,2023-06-28,1532,1534,III/2
2019743_2023-06-28_15:52:01.000000,2023-06-28,15:52:01.000000,2023-06-28,1602,1603,III/1
2019743_2023-06-28_16:37:01.000000,2023-06-28,16:37:01.000000,2023-06-28,1643,1643,III/3
2019743_2023-06-28_17:52:01.000000,2023-06-28,17:52:01.000000,2023-06-28,1759,1759,III/1
2020027_2023-06-28_18:51:00.000000,2023-06-28,18:51:00.000000,2023-06-28,1855,1858,III/2
2020021_2023-06-29_08:37:00.000000,2023-06-29,08:37:00.000000,2023-06-29,0850,0850,III/1
2020021_2023-06-29_14:07:00.000000,2023-06-29,14:07:00.000000,2023-06-29,1412,1414,V/2
2020024_2023-06-29_22:05:00.000000,2023-06-29,22:05:00.000000,2023-06-29,2208,2209,III/1
2020402_2023-06-30_08:38:00.000000,2023-06-30,08:38:00.000000,2023-06-30,0842,0843,III/1
2021008_2023-07-01_05:09:00.000000,2023-07-01,05:09:00.000000,2023-07-01,0520,0521,III/1
2021008_2023-07-01_07:09:00.000000,2023-07-01,07:09:00.000000,2023-07-01,0723,0724,III/2
2021008_2023-07-01_10:24:00.000000,2023-07-01,10:24:00.000000,2023-07-01,1027,1027,III/1
2021008_2023-07-01_10:54:00.000000,2023-07-01,10:54:00.000000,2023-07-01,1105,1108,III/1
2021008_2023-07-01_11:24:00.000000,2023-07-01,11:24:00.000000,2023-07-01,1137,1138,III/1
2021008_2023-07-01_12:54:00.000000,2023-07-01,12:54:00.000000,2023-07-01,1254,1255,III/1
2021008_2023-07-01_13:39:00.000000,2023-07-01,13:39:00.000000,2023-07-01,1342,1342,III/2
2021011_2023-07-01_22:05:00.000000,2023-07-01,22:05:00.000000,2023-07-01,2215,2218,III/1
2021011_2023-07-02_00:05:00.000000,2023-07-02,00:05:00.000000,2023-07-02,0016,0017,III/1
2021011_2023-07-02_02:20:00.000000,2023-07-02,02:20:00.000000,2023-07-02,0232,0234,III/2
2021011_2023-07-02_02:20:00.000000,2023-07-02,02:20:00.000000,2023-07-02,0234,0243,II/3    379
2021011_2023-07-02_02:35:00.000000,2023-07-02,02:35:00.000000,2023-07-02,0234,0243,II/3    379
2021014_2023-07-02_07:24:00.000000,2023-07-02,07:24:00.000000,2023-07-02,0724,0725,III/1
2021014_2023-07-02_12:24:00.000000,2023-07-02,12:24:00.000000,2023-07-02,1232,1233,III/1
2021017_2023-07-02_23:35:00.000000,2023-07-02,23:35:00.000000,2023-07-02,2341,2345,III/1
2021020_2023-07-03_12:25:00.000000,2023-07-03,12:25:00.000000,2023-07-03,1229,1232,III/2
2021020_2023-07-03_17:25:00.000000,2023-07-03,17:25:00.000000,2023-07-03,1737,1738,III/1
2021020_2023-07-03_18:10:00.000000,2023-07-03,18:10:00.000000,2023-07-03,1824,1827,III/1
2021023_2023-07-03_18:35:00.000000,2023-07-03,18:35:00.000000,2023-07-03,1833,1838,II/2    422
2021023_2023-07-03_19:05:00.000000,2023-07-03,19:05:00.000000,2023-07-03,1909,1914,III/2
2021023_2023-07-03_20:50:00.000000,2023-07-03,20:50:00.000000,2023-07-03,2104,2109,V/2
2021023_2023-07-03_21:05:00.000000,2023-07-03,21:05:00.000000,2023-07-03,2104,2109,V/2
2021023_2023-07-03_21:05:00.000000,2023-07-03,21:05:00.000000,2023-07-03,2109,2119,II/2    716
2021023_2023-07-03_21:05:00.000000,2023-07-03,21:05:00.000000,2023-07-03,2115,2122,II/2    354
2021023_2023-07-03_21:20:00.000000,2023-07-03,21:20:00.000000,2023-07-03,2115,2122,II/2    354
2021023_2023-07-03_21:20:00.000000,2023-07-03,21:20:00.000000,2023-07-03,2131,2136,II/1    583
2021023_2023-07-03_21:35:00.000000,2023-07-03,21:35:00.000000,2023-07-03,2131,2136,II/1    583
2021023_2023-07-04_00:20:00.000000,2023-07-04,00:20:00.000000,2023-07-04,0025,0030,III/2
2021023_2023-07-04_00:20:00.000000,2023-07-04,00:20:00.000000,2023-07-04,0032,0036,III/2
2021023_2023-07-04_00:35:00.000000,2023-07-04,00:35:00.000000,2023-07-04,0032,0036,III/2
2021023_2023-07-04_02:20:00.000000,2023-07-04,02:20:00.000000,2023-07-04,0223,0231,III/2
2021023_2023-07-04_02:35:00.000000,2023-07-04,02:35:00.000000,2023-07-04,0242,0243,III/2
2021023_2023-07-04_03:05:00.000000,2023-07-04,03:05:00.000000,2023-07-04,0314,0316,III/2
2021023_2023-07-04_03:50:00.000000,2023-07-04,03:50:00.000000,2023-07-04,0356,0403,III/2
2020414_2023-07-04_06:25:00.000000,2023-07-04,06:25:00.000000,2023-07-04,0637,0641,III/3
2020414_2023-07-04_06:40:00.000000,2023-07-04,06:40:00.000000,2023-07-04,0637,0641,III/3
2020414_2023-07-04_07:25:00.000000,2023-07-04,07:25:00.000000,2023-07-04,0732,0732,III/1
2020414_2023-07-04_13:55:00.000000,2023-07-04,13:55:00.000000,2023-07-04,1357,1358,III/1
2020414_2023-07-04_14:25:00.000000,2023-07-04,14:25:00.000000,2023-07-04,1426,1426,III/1
2020417_2023-07-05_00:34:00.000000,2023-07-05,00:34:00.000000,2023-07-05,0043,0043,III/1
2020417_2023-07-05_01:19:00.000000,2023-07-05,01:19:00.000000,2023-07-05,0121,0121,III/1
2020420_2023-07-05_07:56:00.000000,2023-07-05,07:56:00.000000,2023-07-05,0809,0809,III/1
2020420_2023-07-05_08:56:00.000000,2023-07-05,08:56:00.000000,2023-07-05,0904,0914,III/1
2020420_2023-07-05_09:11:00.000000,2023-07-05,09:11:00.000000,2023-07-05,0904,0914,III/1
2020420_2023-07-05_10:11:00.000000,2023-07-05,10:11:00.000000,2023-07-05,1012,1018,III/1
2020420_2023-07-05_11:26:00.000000,2023-07-05,11:26:00.000000,2023-07-05,1127,1128,III/1
2020420_2023-07-05_12:11:00.000000,2023-07-05,12:11:00.000000,2023-07-05,1224,1226,III/2
2020420_2023-07-05_13:41:00.000000,2023-07-05,13:41:00.000000,2023-07-05,1347,1355,III/1
2021282_2023-07-06_05:27:00.000000,2023-07-06,05:27:00.000000,2023-07-06,0530,0530,III/2
2021282_2023-07-06_07:12:00.000000,2023-07-06,07:12:00.000000,2023-07-06,0716,0719,III/2
2021282_2023-07-06_11:27:00.000000,2023-07-06,11:27:00.000000,2023-07-06,1137,1138,III/1
2021282_2023-07-06_16:27:00.000000,2023-07-06,16:27:00.000000,2023-07-06,1637,1638,III/2
2021282_2023-07-06_17:27:00.000000,2023-07-06,17:27:00.000000,2023-07-06,1730,1730,III/1
2021285_2023-07-06_19:03:00.000000,2023-07-06,19:03:00.000000,2023-07-06,1912,1912,III/1
2021285_2023-07-07_00:48:00.000000,2023-07-07,00:48:00.000000,2023-07-07,0053,0054,III/1
2021285_2023-07-07_01:33:00.000000,2023-07-07,01:33:00.000000,2023-07-07,0133,0136,III/2
2021311_2023-07-07_04:43:00.000000,2023-07-07,04:43:00.000000,2023-07-07,0444,0445,III/2
2021311_2023-07-07_05:28:00.000000,2023-07-07,05:28:00.000000,2023-07-07,0529,0529,III/1
2021311_2023-07-07_05:58:00.000000,2023-07-07,05:58:00.000000,2023-07-07,0601,0602,III/1
2021311_2023-07-07_06:13:00.000000,2023-07-07,06:13:00.000000,2023-07-07,0627,0628,III/1
2021311_2023-07-07_06:58:00.000000,2023-07-07,06:58:00.000000,2023-07-07,0705,0706,III/2
2021311_2023-07-07_09:43:00.000000,2023-07-07,09:43:00.000000,2023-07-07,0956,0958,III/1
2021311_2023-07-07_09:58:00.000000,2023-07-07,09:58:00.000000,2023-07-07,1001,1024,II/1    601
2021311_2023-07-07_10:13:00.000000,2023-07-07,10:13:00.000000,2023-07-07,1001,1024,II/1    601
2021311_2023-07-07_13:43:00.000000,2023-07-07,13:43:00.000000,2023-07-07,1355,1355,III/1
2021311_2023-07-07_14:28:00.000000,2023-07-07,14:28:00.000000,2023-07-07,1431,1439,III/1
2021354_2023-07-07_22:18:00.000000,2023-07-07,22:18:00.000000,2023-07-07,2226,2235,II/1    416
2021354_2023-07-07_22:33:00.000000,2023-07-07,22:33:00.000000,2023-07-07,2226,2235,II/1    416
2021354_2023-07-08_00:48:00.000000,2023-07-08,00:48:00.000000,2023-07-08,0050,0058,III/1
2021354_2023-07-08_01:18:00.000000,2023-07-08,01:18:00.000000,2023-07-08,0129,0224,III/2
2021354_2023-07-08_01:33:00.000000,2023-07-08,01:33:00.000000,2023-07-08,0129,0224,III/2
2021354_2023-07-08_01:48:00.000000,2023-07-08,01:48:00.000000,2023-07-08,0129,0224,III/2
2021354_2023-07-08_02:03:00.000000,2023-07-08,02:03:00.000000,2023-07-08,0129,0224,III/2
2021354_2023-07-08_02:18:00.000000,2023-07-08,02:18:00.000000,2023-07-08,0129,0224,III/2
2021314_2023-07-08_06:58:00.000000,2023-07-08,06:58:00.000000,2023-07-08,0702,0703,III/2
2021314_2023-07-08_07:58:00.000000,2023-07-08,07:58:00.000000,2023-07-08,0812,0813,III/1
2021314_2023-07-08_11:28:00.000000,2023-07-08,11:28:00.000000,2023-07-08,1135,1136,III/1
2021314_2023-07-08_16:13:00.000000,2023-07-08,16:13:00.000000,2023-07-08,1625,1625,III/1
2021314_2023-07-08_17:43:00.000000,2023-07-08,17:43:00.000000,2023-07-08,1746,1746,III/1
2021317_2023-07-09_08:29:00.000000,2023-07-09,08:29:00.000000,2023-07-09,0837,0837,III/2
2021317_2023-07-09_09:29:00.000000,2023-07-09,09:29:00.000000,2023-07-09,0942,0944,III/1
2021338_2023-07-10_08:00:00.000000,2023-07-10,08:00:00.000000,2023-07-10,0810,0811,III/1
2021338_2023-07-10_11:45:00.000000,2023-07-10,11:45:00.000000,2023-07-10,1146,1159,II/2    580
2021338_2023-07-10_16:45:00.000000,2023-07-10,16:45:00.000000,2023-07-10,1649,1649,III/2
2021338_2023-07-10_17:30:00.000000,2023-07-10,17:30:00.000000,2023-07-10,1731,1732,III/2
2021335_2023-07-11_00:46:00.000000,2023-07-11,00:46:00.000000,2023-07-11,0055,0055,III/1
2021757_2023-07-12_22:30:00.000000,2023-07-12,22:30:00.000000,2023-07-12,2235,2235,III/2
2022218_2023-07-14_18:29:00.000000,2023-07-14,18:29:00.000000,2023-07-14,1832,1846,III/2
2022218_2023-07-14_18:44:00.000000,2023-07-14,18:44:00.000000,2023-07-14,1832,1846,III/2
2022218_2023-07-15_00:14:00.000000,2023-07-15,00:14:00.000000,2023-07-15,0025,0028,II/2    851
2022218_2023-07-15_00:29:00.000000,2023-07-15,00:29:00.000000,2023-07-15,0039,0039,III/1
2022218_2023-07-15_01:44:00.000000,2023-07-15,01:44:00.000000,2023-07-15,0147,0154,III/1
2022218_2023-07-15_04:29:00.000000,2023-07-15,04:29:00.000000,2023-07-15,0440,0440,III/2
2022421_2023-07-15_07:20:00.000000,2023-07-15,07:20:00.000000,2023-07-15,0727,0731,III/3
2022421_2023-07-15_08:20:00.000000,2023-07-15,08:20:00.000000,2023-07-15,0828,0829,III/2
2022421_2023-07-15_09:20:00.000000,2023-07-15,09:20:00.000000,2023-07-15,0931,0931,III/1
2022421_2023-07-15_09:35:00.000000,2023-07-15,09:35:00.000000,2023-07-15,0949,0953,III/2
2022421_2023-07-15_09:50:00.000000,2023-07-15,09:50:00.000000,2023-07-15,0949,0953,III/2
2022421_2023-07-15_09:50:00.000000,2023-07-15,09:50:00.000000,2023-07-15,1000,1006,II/2    662
2022421_2023-07-15_10:05:00.000000,2023-07-15,10:05:00.000000,2023-07-15,1000,1006,II/2    662
2022421_2023-07-15_10:05:00.000000,2023-07-15,10:05:00.000000,2023-07-15,1006,1010,III/3
2022421_2023-07-15_10:05:00.000000,2023-07-15,10:05:00.000000,2023-07-15,1018,1032,II/2    262
2022421_2023-07-15_10:20:00.000000,2023-07-15,10:20:00.000000,2023-07-15,1018,1032,II/2    262
2022421_2023-07-15_13:05:00.000000,2023-07-15,13:05:00.000000,2023-07-15,1318,1320,III/1
2022421_2023-07-15_13:35:00.000000,2023-07-15,13:35:00.000000,2023-07-15,1340,1340,III/2
2022421_2023-07-15_14:50:00.000000,2023-07-15,14:50:00.000000,2023-07-15,1453,1456,III/1
2022421_2023-07-15_16:20:00.000000,2023-07-15,16:20:00.000000,2023-07-15,1632,1645,II/2    338
2022421_2023-07-15_16:35:00.000000,2023-07-15,16:35:00.000000,2023-07-15,1632,1645,II/2    338
2022424_2023-07-15_19:45:00.000000,2023-07-15,19:45:00.000000,2023-07-15,1957,2001,V/2
2022424_2023-07-15_20:00:00.000000,2023-07-15,20:00:00.000000,2023-07-15,1957,2001,V/2
2022424_2023-07-15_19:45:00.000000,2023-07-15,19:45:00.000000,2023-07-15,1958,2006,II/1    431
2022424_2023-07-15_20:00:00.000000,2023-07-15,20:00:00.000000,2023-07-15,1958,2006,II/1    431
2022424_2023-07-15_20:00:00.000000,2023-07-15,20:00:00.000000,2023-07-15,2006,2027,IV/1
2022424_2023-07-15_20:15:00.000000,2023-07-15,20:15:00.000000,2023-07-15,2006,2027,IV/1
2022424_2023-07-16_01:15:00.000000,2023-07-16,01:15:00.000000,2023-07-16,0127,0128,III/2
2022424_2023-07-16_01:45:00.000000,2023-07-16,01:45:00.000000,2023-07-16,0149,0150,III/2
2022424_2023-07-16_04:00:00.000000,2023-07-16,04:00:00.000000,2023-07-16,0400,0402,III/2
2022427_2023-07-16_05:37:00.000000,2023-07-16,05:37:00.000000,2023-07-16,0542,0543,III/2
2022427_2023-07-16_05:52:00.000000,2023-07-16,05:52:00.000000,2023-07-16,0559,0600,III/2
2022427_2023-07-16_07:22:00.000000,2023-07-16,07:22:00.000000,2023-07-16,0729,0732,III/2
2022427_2023-07-16_08:07:00.000000,2023-07-16,08:07:00.000000,2023-07-16,0816,0818,III/1
2022427_2023-07-16_08:22:00.000000,2023-07-16,08:22:00.000000,2023-07-16,0822,0825,III/3
2022427_2023-07-16_08:22:00.000000,2023-07-16,08:22:00.000000,2023-07-16,0831,0833,III/2
2022427_2023-07-16_08:22:00.000000,2023-07-16,08:22:00.000000,2023-07-16,0832,0832,III/2
2022427_2023-07-16_10:37:00.000000,2023-07-16,10:37:00.000000,2023-07-16,1047,1048,III/1
2022427_2023-07-16_12:07:00.000000,2023-07-16,12:07:00.000000,2023-07-16,1217,1217,III/1
2022427_2023-07-16_13:22:00.000000,2023-07-16,13:22:00.000000,2023-07-16,1331,1335,III/2
2022427_2023-07-16_15:07:00.000000,2023-07-16,15:07:00.000000,2023-07-16,1507,1509,V/2
2022427_2023-07-16_15:07:00.000000,2023-07-16,15:07:00.000000,2023-07-16,1509,1524,IV/2
2022427_2023-07-16_15:22:00.000000,2023-07-16,15:22:00.000000,2023-07-16,1509,1524,IV/2
2022427_2023-07-16_16:07:00.000000,2023-07-16,16:07:00.000000,2023-07-16,1608,1608,III/1
2022427_2023-07-16_17:37:00.000000,2023-07-16,17:37:00.000000,2023-07-16,1738,1752,V/3
2022427_2023-07-16_17:37:00.000000,2023-07-16,17:37:00.000000,2023-07-16,1738,1745,III/3
2022427_2023-07-16_18:07:00.000000,2023-07-16,18:07:00.000000,2023-07-16,1807,1811,III/2
2022430_2023-07-16_18:57:00.000000,2023-07-16,18:57:00.000000,2023-07-16,1900,1906,III/2
2022430_2023-07-16_19:12:00.000000,2023-07-16,19:12:00.000000,2023-07-16,1915,1925,II/2    567
2022430_2023-07-16_19:27:00.000000,2023-07-16,19:27:00.000000,2023-07-16,1927,2359,IV/1
2022430_2023-07-16_19:42:00.000000,2023-07-16,19:42:00.000000,2023-07-16,1927,2359,IV/1
2022430_2023-07-16_19:57:00.000000,2023-07-16,19:57:00.000000,2023-07-16,1927,2359,IV/1
2022430_2023-07-16_20:12:00.000000,2023-07-16,20:12:00.000000,2023-07-16,1927,2359,IV/1
2022430_2023-07-16_20:27:00.000000,2023-07-16,20:27:00.000000,2023-07-16,1927,2359,IV/1
2022430_2023-07-16_20:42:00.000000,2023-07-16,20:42:00.000000,2023-07-16,1927,2359,IV/1
2022430_2023-07-16_20:12:00.000000,2023-07-16,20:12:00.000000,2023-07-16,2022,2023,III/2
2022430_2023-07-16_22:27:00.000000,2023-07-16,22:27:00.000000,2023-07-16,2231,2234,III/2
2022430_2023-07-17_03:57:00.000000,2023-07-17,03:57:00.000000,2023-07-17,0359,0400,III/1
2022433_2023-07-17_08:07:00.000000,2023-07-17,08:07:00.000000,2023-07-17,0816,0817,III/2
2022433_2023-07-17_10:22:00.000000,2023-07-17,10:22:00.000000,2023-07-17,1027,1028,III/1
2022433_2023-07-17_10:37:00.000000,2023-07-17,10:37:00.000000,2023-07-17,1045,1047,III/1
2022433_2023-07-17_11:37:00.000000,2023-07-17,11:37:00.000000,2023-07-17,1150,1151,III/2
2022433_2023-07-17_15:52:00.000000,2023-07-17,15:52:00.000000,2023-07-17,1554,1555,III/1
2022436_2023-07-17_18:41:00.000000,2023-07-17,18:41:00.000000,2023-07-17,1848,1849,III/1
2022436_2023-07-17_20:41:00.000000,2023-07-17,20:41:00.000000,2023-07-17,2048,2048,III/2
2022436_2023-07-18_00:26:00.000000,2023-07-18,00:26:00.000000,2023-07-18,0039,0044,III/1
2022436_2023-07-18_00:41:00.000000,2023-07-18,00:41:00.000000,2023-07-18,0039,0044,III/1
2022439_2023-07-18_05:53:01.000000,2023-07-18,05:53:01.000000,2023-07-18,0608,0608,III/1
2022439_2023-07-18_07:23:01.000000,2023-07-18,07:23:01.000000,2023-07-18,0733,0734,III/1
2022439_2023-07-18_13:23:01.000000,2023-07-18,13:23:01.000000,2023-07-18,1326,1327,III/2
2022439_2023-07-18_13:53:01.000000,2023-07-18,13:53:01.000000,2023-07-18,1355,1356,III/1
2022439_2023-07-18_15:08:01.000000,2023-07-18,15:08:01.000000,2023-07-18,1517,1518,III/1
2022439_2023-07-18_16:08:01.000000,2023-07-18,16:08:01.000000,2023-07-18,1615,1616,III/1
