timestamp,label
865492_2022-07-08_09:15:00.000000,1
865492_2022-07-08_18:45:00.000000,3
865492_2022-07-08_14:45:00.000000,3
865492_2022-07-08_12:45:00.000000,3
865492_2022-07-08_14:30:00.000000,3
865492_2022-07-08_15:15:00.000000,3
865492_2022-07-08_12:30:00.000000,3
865492_2022-07-08_13:15:00.000000,3
865492_2022-07-08_11:00:00.000000,3
865492_2022-07-08_08:45:00.000000,1
865492_2022-07-08_17:00:00.000000,1
865492_2022-07-08_18:30:00.000000,1
865492_2022-07-08_07:30:00.000000,3
865492_2022-07-08_11:45:00.000000,3
865492_2022-07-08_08:00:00.000000,1
865492_2022-07-08_17:45:00.000000,3
865492_2022-07-08_10:15:00.000000,3
865492_2022-07-08_07:45:00.000000,3
865492_2022-07-08_11:30:00.000000,3
865492_2022-07-08_18:00:00.000000,3
865492_2022-07-08_16:15:00.000000,3
865492_2022-07-08_17:30:00.000000,3
865492_2022-07-08_14:00:00.000000,3
865492_2022-07-08_12:00:00.000000,3
865492_2022-07-08_06:30:00.000000,3
865492_2022-07-08_09:00:00.000000,3
865492_2022-07-08_07:15:00.000000,3
865492_2022-07-08_10:45:00.000000,1
865492_2022-07-08_16:45:00.000000,3
865492_2022-07-08_11:15:00.000000,3
865492_2022-07-08_06:45:00.000000,3
865492_2022-07-08_10:30:00.000000,3
865492_2022-07-08_17:15:00.000000,3
865492_2022-07-08_19:00:00.000000,3
865492_2022-07-08_16:30:00.000000,3
865492_2022-07-08_15:00:00.000000,3
865492_2022-07-08_13:00:00.000000,6
874724_2022-10-31_13:15:00.000000,6
874724_2022-10-31_06:45:00.000000,6
874724_2022-10-31_07:00:00.000000,6
874724_2022-10-31_08:30:00.000000,6
874724_2022-10-31_10:45:00.000000,6
874724_2022-10-31_11:00:00.000000,4
874724_2022-10-31_09:15:00.000000,6
874724_2022-10-31_12:30:00.000000,6
874724_2022-10-31_14:30:00.000000,6
874724_2022-10-31_12:15:00.000000,6
874724_2022-10-31_14:15:00.000000,6
874724_2022-10-31_07:45:00.000000,6
874724_2022-10-31_09:30:00.000000,6
874724_2022-10-31_11:45:00.000000,6
874724_2022-10-31_08:15:00.000000,6
874724_2022-10-31_10:00:00.000000,6
874724_2022-10-31_13:30:00.000000,6
874724_2022-10-31_08:45:00.000000,6
874724_2022-10-31_09:00:00.000000,6
874724_2022-10-31_11:15:00.000000,6
874724_2022-10-31_06:30:00.000000,6
874724_2022-10-31_13:00:00.000000,6
874724_2022-10-31_14:45:00.000000,3
874724_2022-10-31_12:45:00.000000,6
874724_2022-10-31_15:00:00.000000,6
874724_2022-10-31_10:30:00.000000,3
874724_2022-10-31_07:15:00.000000,3
874724_2022-10-31_09:45:00.000000,6
874724_2022-10-31_10:15:00.000000,3
874724_2022-10-31_08:00:00.000000,6
874724_2022-10-31_07:30:00.000000,3
874724_2022-10-31_12:00:00.000000,6
874724_2022-10-31_14:00:00.000000,3
874724_2022-10-31_13:45:00.000000,6
874724_2022-10-31_11:30:00.000000,6
876494_2022-11-18_07:45:00.000000,3
876494_2022-11-18_11:30:00.000000,6
876494_2022-11-18_07:00:00.000000,6
876494_2022-11-18_14:15:00.000000,6
876494_2022-11-18_12:15:00.000000,6
876494_2022-11-18_08:15:00.000000,3
876494_2022-11-18_07:30:00.000000,6
876494_2022-11-18_11:00:00.000000,6
876494_2022-11-18_11:45:00.000000,6
876494_2022-11-18_06:45:00.000000,6
876494_2022-11-18_10:30:00.000000,6
876494_2022-11-18_08:00:00.000000,6
876494_2022-11-18_15:15:00.000000,6
876494_2022-11-18_13:15:00.000000,6
876494_2022-11-18_09:15:00.000000,6
876494_2022-11-18_06:30:00.000000,6
876494_2022-11-18_12:00:00.000000,6
876494_2022-11-18_10:45:00.000000,6
876494_2022-11-18_13:30:00.000000,3
876494_2022-11-18_10:15:00.000000,6
876494_2022-11-18_09:45:00.000000,6
876494_2022-11-18_09:00:00.000000,6
876494_2022-11-18_09:30:00.000000,6
876494_2022-11-18_13:45:00.000000,6
876494_2022-11-18_13:00:00.000000,6
876494_2022-11-18_15:00:00.000000,6
876494_2022-11-18_12:30:00.000000,6
876494_2022-11-18_14:30:00.000000,3
876494_2022-11-18_11:15:00.000000,6
876494_2022-11-18_08:45:00.000000,1
876494_2022-11-18_10:00:00.000000,6
876494_2022-11-18_07:15:00.000000,1
876494_2022-11-18_08:30:00.000000,3
876494_2022-11-18_12:45:00.000000,6
876494_2022-11-18_14:00:00.000000,6
876494_2022-11-18_14:45:00.000000,3
862616_2022-05-31_12:00:00.000000,3
862616_2022-05-31_15:45:00.000000,3
862616_2022-05-31_13:45:00.000000,3
862616_2022-05-31_14:00:00.000000,3
862616_2022-05-31_18:00:00.000000,3
862616_2022-05-31_17:30:00.000000,3
862616_2022-05-31_11:30:00.000000,3
862616_2022-05-31_16:15:00.000000,3
862616_2022-05-31_09:45:00.000000,3
862616_2022-05-31_07:30:00.000000,3
862616_2022-05-31_10:15:00.000000,3
862616_2022-05-31_08:00:00.000000,3
862616_2022-05-31_14:45:00.000000,3
862616_2022-05-31_13:00:00.000000,3
862616_2022-05-31_15:00:00.000000,3
862616_2022-05-31_12:45:00.000000,6
862616_2022-05-31_19:00:00.000000,3
862616_2022-05-31_16:30:00.000000,3
862616_2022-05-31_18:45:00.000000,3
862616_2022-05-31_07:15:00.000000,3
862616_2022-05-31_10:30:00.000000,1
862616_2022-05-31_08:45:00.000000,3
862616_2022-05-31_17:15:00.000000,3
862616_2022-05-31_06:30:00.000000,3
862616_2022-05-31_09:00:00.000000,3
862616_2022-05-31_11:15:00.000000,3
862616_2022-05-31_11:45:00.000000,3
862616_2022-05-31_16:00:00.000000,3
862616_2022-05-31_08:15:00.000000,3
862616_2022-05-31_10:00:00.000000,3
862616_2022-05-31_17:45:00.000000,3
862616_2022-05-31_13:30:00.000000,3
862616_2022-05-31_15:30:00.000000,3
862616_2022-05-31_12:15:00.000000,3
862616_2022-05-31_14:15:00.000000,3
862616_2022-05-31_18:15:00.000000,3
862616_2022-05-31_07:45:00.000000,3
862616_2022-05-31_09:30:00.000000,3
862616_2022-05-31_17:00:00.000000,3
862616_2022-05-31_18:30:00.000000,3
862616_2022-05-31_10:45:00.000000,3
862616_2022-05-31_16:45:00.000000,5
862616_2022-05-31_11:00:00.000000,3
862616_2022-05-31_09:15:00.000000,3
862616_2022-05-31_12:30:00.000000,3
862616_2022-05-31_14:30:00.000000,5
862616_2022-05-31_13:15:00.000000,3
862616_2022-05-31_15:15:00.000000,3
862616_2022-05-31_06:45:00.000000,3
862616_2022-05-31_08:30:00.000000,3
862616_2022-05-31_07:00:00.000000,3
874788_2022-11-16_08:45:00.000000,6
874788_2022-11-16_06:30:00.000000,3
874788_2022-11-16_09:00:00.000000,6
874788_2022-11-16_11:15:00.000000,6
874788_2022-11-16_13:00:00.000000,6
874788_2022-11-16_14:45:00.000000,3
874788_2022-11-16_12:45:00.000000,6
874788_2022-11-16_15:00:00.000000,6
874788_2022-11-16_07:15:00.000000,6
874788_2022-11-16_10:30:00.000000,6
874788_2022-11-16_09:45:00.000000,6
874788_2022-11-16_07:30:00.000000,3
874788_2022-11-16_10:15:00.000000,5
874788_2022-11-16_08:00:00.000000,6
874788_2022-11-16_12:00:00.000000,3
874788_2022-11-16_14:00:00.000000,1
874788_2022-11-16_13:45:00.000000,1
874788_2022-11-16_11:30:00.000000,1
874788_2022-11-16_13:15:00.000000,6
874788_2022-11-16_06:45:00.000000,6
874788_2022-11-16_08:30:00.000000,6
874788_2022-11-16_07:00:00.000000,6
874788_2022-11-16_10:45:00.000000,3
874788_2022-11-16_11:00:00.000000,6
874788_2022-11-16_09:15:00.000000,3
874788_2022-11-16_12:30:00.000000,6
874788_2022-11-16_14:30:00.000000,6
874788_2022-11-16_12:15:00.000000,3
874788_2022-11-16_14:15:00.000000,6
874788_2022-11-16_07:45:00.000000,6
874788_2022-11-16_09:30:00.000000,3
874788_2022-11-16_11:45:00.000000,3
874788_2022-11-16_08:15:00.000000,6
874788_2022-11-16_10:00:00.000000,6
874788_2022-11-16_13:30:00.000000,6
866080_2022-07-16_15:30:00.000000,3
866080_2022-07-16_13:30:00.000000,3
866080_2022-07-16_10:00:00.000000,3
866080_2022-07-16_08:15:00.000000,3
866080_2022-07-16_17:45:00.000000,1
866080_2022-07-16_11:45:00.000000,3
866080_2022-07-16_16:00:00.000000,3
866080_2022-07-16_09:30:00.000000,3
866080_2022-07-16_18:15:00.000000,3
866080_2022-07-16_07:45:00.000000,3
866080_2022-07-16_14:15:00.000000,3
866080_2022-07-16_12:15:00.000000,3
866080_2022-07-16_14:30:00.000000,3
866080_2022-07-16_12:30:00.000000,5
866080_2022-07-16_16:45:00.000000,1
866080_2022-07-16_09:15:00.000000,3
866080_2022-07-16_11:00:00.000000,3
866080_2022-07-16_17:00:00.000000,1
866080_2022-07-16_18:30:00.000000,3
866080_2022-07-16_10:45:00.000000,3
866080_2022-07-16_08:30:00.000000,3
866080_2022-07-16_07:00:00.000000,3
866080_2022-07-16_06:45:00.000000,3
866080_2022-07-16_15:15:00.000000,3
866080_2022-07-16_13:15:00.000000,3
866080_2022-07-16_11:30:00.000000,3
866080_2022-07-16_18:00:00.000000,1
866080_2022-07-16_17:30:00.000000,1
866080_2022-07-16_13:45:00.000000,3
866080_2022-07-16_14:00:00.000000,3
866080_2022-07-16_12:00:00.000000,3
866080_2022-07-16_15:45:00.000000,3
866080_2022-07-16_07:30:00.000000,3
866080_2022-07-16_08:00:00.000000,3
866080_2022-07-16_10:15:00.000000,3
866080_2022-07-16_16:15:00.000000,1
866080_2022-07-16_09:45:00.000000,3
866080_2022-07-16_18:45:00.000000,6
866080_2022-07-16_07:15:00.000000,3
866080_2022-07-16_10:30:00.000000,3
866080_2022-07-16_19:00:00.000000,3
866080_2022-07-16_16:30:00.000000,1
866080_2022-07-16_15:00:00.000000,3
866080_2022-07-16_12:45:00.000000,3
866080_2022-07-16_14:45:00.000000,3
866080_2022-07-16_13:00:00.000000,3
866080_2022-07-16_06:30:00.000000,1
866080_2022-07-16_11:15:00.000000,3
866080_2022-07-16_09:00:00.000000,3
866080_2022-07-16_08:45:00.000000,3
866080_2022-07-16_17:15:00.000000,1
864836_2022-06-17_15:15:00.000000,3
864836_2022-06-17_13:15:00.000000,1
864836_2022-06-17_07:00:00.000000,3
864836_2022-06-17_08:30:00.000000,3
864836_2022-06-17_06:45:00.000000,3
864836_2022-06-17_16:45:00.000000,3
864836_2022-06-17_11:00:00.000000,3
864836_2022-06-17_09:15:00.000000,3
864836_2022-06-17_18:30:00.000000,6
864836_2022-06-17_17:00:00.000000,3
864836_2022-06-17_10:45:00.000000,3
864836_2022-06-17_14:30:00.000000,3
864836_2022-06-17_12:30:00.000000,3
864836_2022-06-17_14:15:00.000000,3
864836_2022-06-17_12:15:00.000000,3
864836_2022-06-17_09:30:00.000000,3
864836_2022-06-17_18:15:00.000000,1
864836_2022-06-17_07:45:00.000000,3
864836_2022-06-17_08:15:00.000000,1
864836_2022-06-17_10:00:00.000000,3
864836_2022-06-17_17:45:00.000000,3
864836_2022-06-17_11:45:00.000000,3
864836_2022-06-17_16:00:00.000000,3
864836_2022-06-17_15:30:00.000000,3
864836_2022-06-17_13:30:00.000000,3
864836_2022-06-17_09:00:00.000000,1
864836_2022-06-17_11:15:00.000000,3
864836_2022-06-17_06:30:00.000000,3
864836_2022-06-17_08:45:00.000000,3
864836_2022-06-17_17:15:00.000000,3
864836_2022-06-17_15:00:00.000000,3
864836_2022-06-17_12:45:00.000000,3
864836_2022-06-17_14:45:00.000000,3
864836_2022-06-17_13:00:00.000000,3
864836_2022-06-17_18:45:00.000000,1
864836_2022-06-17_10:30:00.000000,3
864836_2022-06-17_07:15:00.000000,1
864836_2022-06-17_16:30:00.000000,3
864836_2022-06-17_19:00:00.000000,6
864836_2022-06-17_10:15:00.000000,3
864836_2022-06-17_08:00:00.000000,1
864836_2022-06-17_07:30:00.000000,3
864836_2022-06-17_16:15:00.000000,3
864836_2022-06-17_09:45:00.000000,3
864836_2022-06-17_13:45:00.000000,3
864836_2022-06-17_14:00:00.000000,3
864836_2022-06-17_12:00:00.000000,3
864836_2022-06-17_15:45:00.000000,1
864836_2022-06-17_11:30:00.000000,1
864836_2022-06-17_17:30:00.000000,1
864836_2022-06-17_18:00:00.000000,3
867632_2022-08-03_11:30:00.000000,1
867632_2022-08-03_18:00:00.000000,1
867632_2022-08-03_17:30:00.000000,1
867632_2022-08-03_13:45:00.000000,1
867632_2022-08-03_14:00:00.000000,1
867632_2022-08-03_12:00:00.000000,1
867632_2022-08-03_15:45:00.000000,6
867632_2022-08-03_07:30:00.000000,3
867632_2022-08-03_10:15:00.000000,3
867632_2022-08-03_08:00:00.000000,3
867632_2022-08-03_16:15:00.000000,3
867632_2022-08-03_09:45:00.000000,6
867632_2022-08-03_18:45:00.000000,6
867632_2022-08-03_07:15:00.000000,1
867632_2022-08-03_10:30:00.000000,6
867632_2022-08-03_19:00:00.000000,3
867632_2022-08-03_16:30:00.000000,6
867632_2022-08-03_15:00:00.000000,3
867632_2022-08-03_12:45:00.000000,6
867632_2022-08-03_14:45:00.000000,3
867632_2022-08-03_13:00:00.000000,3
867632_2022-08-03_06:30:00.000000,3
867632_2022-08-03_09:00:00.000000,1
867632_2022-08-03_11:15:00.000000,3
867632_2022-08-03_08:45:00.000000,2
867632_2022-08-03_17:15:00.000000,2
867632_2022-08-03_15:30:00.000000,3
867632_2022-08-03_13:30:00.000000,3
867632_2022-08-03_08:15:00.000000,3
867632_2022-08-03_10:00:00.000000,3
867632_2022-08-03_17:45:00.000000,3
867632_2022-08-03_11:45:00.000000,6
867632_2022-08-03_16:00:00.000000,3
867632_2022-08-03_09:30:00.000000,6
867632_2022-08-03_18:15:00.000000,3
867632_2022-08-03_07:45:00.000000,6
867632_2022-08-03_14:15:00.000000,3
867632_2022-08-03_12:15:00.000000,6
867632_2022-08-03_14:30:00.000000,3
867632_2022-08-03_12:30:00.000000,3
867632_2022-08-03_16:45:00.000000,6
867632_2022-08-03_11:00:00.000000,3
867632_2022-08-03_09:15:00.000000,3
867632_2022-08-03_17:00:00.000000,2
867632_2022-08-03_18:30:00.000000,6
867632_2022-08-03_10:45:00.000000,3
867632_2022-08-03_08:30:00.000000,3
867632_2022-08-03_07:00:00.000000,6
867632_2022-08-03_06:45:00.000000,3
867632_2022-08-03_15:15:00.000000,3
867632_2022-08-03_13:15:00.000000,6
863824_2022-06-08_07:00:00.000000,6
863824_2022-06-08_08:30:00.000000,6
863824_2022-06-08_06:45:00.000000,6
863824_2022-06-08_15:15:00.000000,6
863824_2022-06-08_13:15:00.000000,6
863824_2022-06-08_14:30:00.000000,6
863824_2022-06-08_12:30:00.000000,6
863824_2022-06-08_09:15:00.000000,6
863824_2022-06-08_11:00:00.000000,3
863824_2022-06-08_16:45:00.000000,6
863824_2022-06-08_10:45:00.000000,6
863824_2022-06-08_18:30:00.000000,6
863824_2022-06-08_17:00:00.000000,6
863824_2022-06-08_09:30:00.000000,3
863824_2022-06-08_07:45:00.000000,6
863824_2022-06-08_18:15:00.000000,6
863824_2022-06-08_14:15:00.000000,3
863824_2022-06-08_12:15:00.000000,6
863824_2022-06-08_15:30:00.000000,6
863824_2022-06-08_13:30:00.000000,6
863824_2022-06-08_17:45:00.000000,3
863824_2022-06-08_10:00:00.000000,3
863824_2022-06-08_08:15:00.000000,6
863824_2022-06-08_16:00:00.000000,6
863824_2022-06-08_11:45:00.000000,6
863824_2022-06-08_11:15:00.000000,6
863824_2022-06-08_09:00:00.000000,6
863824_2022-06-08_06:30:00.000000,6
863824_2022-06-08_17:15:00.000000,6
863824_2022-06-08_08:45:00.000000,6
863824_2022-06-08_10:30:00.000000,6
863824_2022-06-08_07:15:00.000000,6
863824_2022-06-08_18:45:00.000000,6
863824_2022-06-08_16:30:00.000000,6
863824_2022-06-08_19:00:00.000000,6
863824_2022-06-08_12:45:00.000000,6
863824_2022-06-08_15:00:00.000000,6
863824_2022-06-08_13:00:00.000000,6
863824_2022-06-08_14:45:00.000000,6
863824_2022-06-08_08:00:00.000000,6
863824_2022-06-08_10:15:00.000000,3
863824_2022-06-08_07:30:00.000000,6
863824_2022-06-08_09:45:00.000000,3
863824_2022-06-08_16:15:00.000000,6
863824_2022-06-08_11:30:00.000000,6
863824_2022-06-08_17:30:00.000000,6
863824_2022-06-08_18:00:00.000000,6
863824_2022-06-08_14:00:00.000000,6
863824_2022-06-08_13:45:00.000000,3
863824_2022-06-08_15:45:00.000000,6
863824_2022-06-08_12:00:00.000000,6
867892_2022-08-11_08:45:00.000000,1
867892_2022-08-11_17:15:00.000000,1
867892_2022-08-11_06:30:00.000000,6
867892_2022-08-11_11:15:00.000000,6
867892_2022-08-11_09:00:00.000000,6
867892_2022-08-11_14:45:00.000000,6
867892_2022-08-11_13:00:00.000000,3
867892_2022-08-11_15:00:00.000000,6
867892_2022-08-11_12:45:00.000000,6
867892_2022-08-11_19:00:00.000000,3
867892_2022-08-11_16:30:00.000000,6
867892_2022-08-11_18:45:00.000000,6
867892_2022-08-11_07:15:00.000000,6
867892_2022-08-11_10:30:00.000000,3
867892_2022-08-11_16:15:00.000000,6
867892_2022-08-11_09:45:00.000000,1
867892_2022-08-11_07:30:00.000000,1
867892_2022-08-11_08:00:00.000000,6
867892_2022-08-11_10:15:00.000000,6
867892_2022-08-11_12:00:00.000000,6
867892_2022-08-11_15:45:00.000000,6
867892_2022-08-11_13:45:00.000000,6
867892_2022-08-11_14:00:00.000000,6
867892_2022-08-11_18:00:00.000000,6
867892_2022-08-11_17:30:00.000000,6
867892_2022-08-11_11:30:00.000000,6
867892_2022-08-11_13:15:00.000000,6
867892_2022-08-11_15:15:00.000000,6
867892_2022-08-11_06:45:00.000000,3
867892_2022-08-11_08:30:00.000000,6
867892_2022-08-11_07:00:00.000000,6
867892_2022-08-11_17:00:00.000000,6
867892_2022-08-11_18:30:00.000000,3
867892_2022-08-11_10:45:00.000000,3
867892_2022-08-11_16:45:00.000000,6
867892_2022-08-11_09:15:00.000000,3
867892_2022-08-11_11:00:00.000000,6
867892_2022-08-11_12:30:00.000000,6
867892_2022-08-11_14:30:00.000000,6
867892_2022-08-11_12:15:00.000000,6
867892_2022-08-11_14:15:00.000000,6
867892_2022-08-11_18:15:00.000000,1
867892_2022-08-11_07:45:00.000000,6
867892_2022-08-11_09:30:00.000000,6
867892_2022-08-11_11:45:00.000000,3
867892_2022-08-11_16:00:00.000000,6
867892_2022-08-11_10:00:00.000000,1
867892_2022-08-11_08:15:00.000000,6
867892_2022-08-11_17:45:00.000000,6
867892_2022-08-11_13:30:00.000000,6
867892_2022-08-11_15:30:00.000000,3
871996_2022-09-21_13:30:00.000000,3
871996_2022-09-21_11:45:00.000000,3
871996_2022-09-21_08:15:00.000000,3
871996_2022-09-21_10:00:00.000000,3
871996_2022-09-21_07:45:00.000000,1
871996_2022-09-21_09:30:00.000000,1
871996_2022-09-21_12:15:00.000000,3
871996_2022-09-21_14:15:00.000000,1
871996_2022-09-21_12:30:00.000000,1
871996_2022-09-21_14:30:00.000000,1
871996_2022-09-21_10:45:00.000000,1
871996_2022-09-21_11:00:00.000000,1
871996_2022-09-21_09:15:00.000000,1
871996_2022-09-21_06:45:00.000000,1
871996_2022-09-21_07:00:00.000000,1
871996_2022-09-21_08:30:00.000000,3
871996_2022-09-21_13:15:00.000000,1
871996_2022-09-21_11:30:00.000000,1
871996_2022-09-21_12:00:00.000000,6
871996_2022-09-21_14:00:00.000000,3
871996_2022-09-21_13:45:00.000000,1
871996_2022-09-21_09:45:00.000000,1
871996_2022-09-21_10:15:00.000000,1
871996_2022-09-21_08:00:00.000000,1
871996_2022-09-21_07:30:00.000000,1
871996_2022-09-21_10:30:00.000000,1
871996_2022-09-21_07:15:00.000000,1
871996_2022-09-21_13:00:00.000000,3
871996_2022-09-21_14:45:00.000000,1
871996_2022-09-21_12:45:00.000000,3
871996_2022-09-21_15:00:00.000000,1
871996_2022-09-21_08:45:00.000000,1
871996_2022-09-21_09:00:00.000000,3
871996_2022-09-21_11:15:00.000000,1
871996_2022-09-21_06:30:00.000000,1
873260_2022-09-30_12:00:00.000000,3
873260_2022-09-30_06:30:00.000000,3
873260_2022-09-30_10:45:00.000000,3
873260_2022-09-30_09:15:00.000000,3
873260_2022-09-30_13:15:00.000000,3
873260_2022-09-30_15:15:00.000000,3
873260_2022-09-30_06:45:00.000000,1
873260_2022-09-30_08:00:00.000000,1
873260_2022-09-30_10:30:00.000000,1
873260_2022-09-30_11:00:00.000000,1
873260_2022-09-30_07:30:00.000000,1
873260_2022-09-30_11:45:00.000000,3
873260_2022-09-30_08:15:00.000000,1
873260_2022-09-30_12:15:00.000000,3
873260_2022-09-30_14:15:00.000000,3
873260_2022-09-30_07:45:00.000000,1
873260_2022-09-30_07:00:00.000000,1
873260_2022-09-30_11:30:00.000000,3
873260_2022-09-30_14:45:00.000000,3
873260_2022-09-30_12:45:00.000000,1
873260_2022-09-30_14:00:00.000000,3
873260_2022-09-30_08:30:00.000000,1
873260_2022-09-30_07:15:00.000000,3
873260_2022-09-30_08:45:00.000000,1
873260_2022-09-30_10:00:00.000000,3
873260_2022-09-30_11:15:00.000000,3
873260_2022-09-30_14:30:00.000000,6
873260_2022-09-30_12:30:00.000000,1
873260_2022-09-30_15:00:00.000000,3
873260_2022-09-30_13:45:00.000000,1
873260_2022-09-30_13:00:00.000000,3
873260_2022-09-30_09:30:00.000000,3
873260_2022-09-30_09:45:00.000000,3
873260_2022-09-30_09:00:00.000000,1
873260_2022-09-30_10:15:00.000000,1
873260_2022-09-30_13:30:00.000000,1
874262_2022-10-16_13:15:00.000000,6
874262_2022-10-16_06:45:00.000000,6
874262_2022-10-16_08:30:00.000000,6
874262_2022-10-16_07:00:00.000000,3
874262_2022-10-16_10:45:00.000000,3
874262_2022-10-16_09:15:00.000000,3
874262_2022-10-16_11:00:00.000000,3
874262_2022-10-16_12:30:00.000000,3
874262_2022-10-16_14:30:00.000000,3
874262_2022-10-16_12:15:00.000000,3
874262_2022-10-16_14:15:00.000000,3
874262_2022-10-16_07:45:00.000000,3
874262_2022-10-16_09:30:00.000000,3
874262_2022-10-16_11:45:00.000000,3
874262_2022-10-16_10:00:00.000000,3
874262_2022-10-16_08:15:00.000000,3
874262_2022-10-16_13:30:00.000000,3
874262_2022-10-16_08:45:00.000000,3
874262_2022-10-16_06:30:00.000000,6
874262_2022-10-16_11:15:00.000000,3
874262_2022-10-16_09:00:00.000000,3
874262_2022-10-16_14:45:00.000000,3
874262_2022-10-16_13:00:00.000000,6
874262_2022-10-16_15:00:00.000000,3
874262_2022-10-16_12:45:00.000000,3
874262_2022-10-16_07:15:00.000000,3
874262_2022-10-16_10:30:00.000000,3
874262_2022-10-16_09:45:00.000000,3
874262_2022-10-16_07:30:00.000000,3
874262_2022-10-16_08:00:00.000000,3
874262_2022-10-16_10:15:00.000000,3
874262_2022-10-16_12:00:00.000000,3
874262_2022-10-16_13:45:00.000000,3
874262_2022-10-16_14:00:00.000000,3
874262_2022-10-16_11:30:00.000000,3
873288_2022-10-08_08:45:00.000000,3
873288_2022-10-08_11:15:00.000000,3
873288_2022-10-08_09:00:00.000000,3
873288_2022-10-08_06:30:00.000000,3
873288_2022-10-08_10:30:00.000000,3
873288_2022-10-08_07:15:00.000000,3
873288_2022-10-08_14:45:00.000000,3
873288_2022-10-08_13:00:00.000000,3
873288_2022-10-08_15:00:00.000000,3
873288_2022-10-08_12:45:00.000000,3
873288_2022-10-08_09:45:00.000000,3
873288_2022-10-08_08:00:00.000000,3
873288_2022-10-08_10:15:00.000000,3
873288_2022-10-08_07:30:00.000000,3
873288_2022-10-08_11:30:00.000000,3
873288_2022-10-08_12:00:00.000000,3
873288_2022-10-08_13:45:00.000000,3
873288_2022-10-08_14:00:00.000000,3
873288_2022-10-08_06:45:00.000000,3
873288_2022-10-08_07:00:00.000000,3
873288_2022-10-08_08:30:00.000000,3
873288_2022-10-08_13:15:00.000000,3
873288_2022-10-08_12:30:00.000000,3
873288_2022-10-08_14:30:00.000000,3
873288_2022-10-08_10:45:00.000000,3
873288_2022-10-08_09:15:00.000000,3
873288_2022-10-08_11:00:00.000000,3
873288_2022-10-08_07:45:00.000000,3
873288_2022-10-08_09:30:00.000000,1
873288_2022-10-08_12:15:00.000000,3
873288_2022-10-08_14:15:00.000000,3
873288_2022-10-08_13:30:00.000000,3
873288_2022-10-08_11:45:00.000000,3
873288_2022-10-08_10:00:00.000000,3
873288_2022-10-08_08:15:00.000000,1
876456_2022-11-27_09:30:00.000000,6
876456_2022-11-27_15:00:00.000000,6
876456_2022-11-27_13:00:00.000000,6
876456_2022-11-27_13:45:00.000000,6
876456_2022-11-27_13:30:00.000000,6
876456_2022-11-27_09:00:00.000000,3
876456_2022-11-27_09:45:00.000000,3
876456_2022-11-27_10:15:00.000000,1
876456_2022-11-27_08:30:00.000000,6
876456_2022-11-27_07:15:00.000000,6
876456_2022-11-27_14:45:00.000000,6
876456_2022-11-27_14:00:00.000000,6
876456_2022-11-27_12:45:00.000000,6
876456_2022-11-27_14:30:00.000000,6
876456_2022-11-27_12:30:00.000000,6
876456_2022-11-27_10:00:00.000000,6
876456_2022-11-27_08:45:00.000000,6
876456_2022-11-27_11:15:00.000000,6
876456_2022-11-27_11:45:00.000000,6
876456_2022-11-27_11:00:00.000000,6
876456_2022-11-27_07:30:00.000000,6
876456_2022-11-27_08:15:00.000000,6
876456_2022-11-27_07:00:00.000000,6
876456_2022-11-27_11:30:00.000000,6
876456_2022-11-27_07:45:00.000000,6
876456_2022-11-27_12:15:00.000000,6
876456_2022-11-27_14:15:00.000000,6
876456_2022-11-27_10:45:00.000000,6
876456_2022-11-27_12:00:00.000000,6
876456_2022-11-27_06:30:00.000000,6
876456_2022-11-27_09:15:00.000000,6
876456_2022-11-27_08:00:00.000000,6
876456_2022-11-27_10:30:00.000000,1
876456_2022-11-27_06:45:00.000000,6
876456_2022-11-27_13:15:00.000000,6
876456_2022-11-27_15:15:00.000000,6
874294_2022-10-24_09:45:00.000000,3
874294_2022-10-24_10:15:00.000000,3
874294_2022-10-24_08:00:00.000000,1
874294_2022-10-24_07:30:00.000000,1
874294_2022-10-24_11:30:00.000000,3
874294_2022-10-24_12:00:00.000000,3
874294_2022-10-24_13:45:00.000000,3
874294_2022-10-24_14:00:00.000000,3
874294_2022-10-24_08:45:00.000000,1
874294_2022-10-24_09:00:00.000000,3
874294_2022-10-24_11:15:00.000000,1
874294_2022-10-24_06:30:00.000000,6
874294_2022-10-24_10:30:00.000000,3
874294_2022-10-24_07:15:00.000000,3
874294_2022-10-24_14:45:00.000000,3
874294_2022-10-24_13:00:00.000000,3
874294_2022-10-24_15:00:00.000000,3
874294_2022-10-24_12:45:00.000000,3
874294_2022-10-24_07:45:00.000000,3
874294_2022-10-24_09:30:00.000000,3
874294_2022-10-24_12:15:00.000000,3
874294_2022-10-24_14:15:00.000000,3
874294_2022-10-24_13:30:00.000000,3
874294_2022-10-24_11:45:00.000000,3
874294_2022-10-24_08:15:00.000000,1
874294_2022-10-24_10:00:00.000000,1
874294_2022-10-24_06:45:00.000000,1
874294_2022-10-24_07:00:00.000000,1
874294_2022-10-24_08:30:00.000000,1
874294_2022-10-24_13:15:00.000000,1
874294_2022-10-24_12:30:00.000000,3
874294_2022-10-24_14:30:00.000000,3
874294_2022-10-24_10:45:00.000000,3
874294_2022-10-24_11:00:00.000000,3
874294_2022-10-24_09:15:00.000000,3
868146_2022-08-19_07:30:00.000000,1
868146_2022-08-19_08:00:00.000000,6
868146_2022-08-19_10:15:00.000000,6
868146_2022-08-19_09:45:00.000000,6
868146_2022-08-19_16:15:00.000000,6
