timestamps_key,date,time,labels
2028177_2023-10-20_11:42:00.000000,2023-10-20,11:42:00.000000,3
2028180_2023-10-20_15:38:00.000000,2023-10-20,15:38:00.000000,3
2028186_2023-10-21_19:36:00.000000,2023-10-21,19:36:00.000000,3
2028186_2023-10-21_22:36:00.000000,2023-10-21,22:36:00.000000,3
2028198_2023-10-23_19:01:00.000000,2023-10-23,19:01:00.000000,3
2028204_2023-10-24_16:13:00.000000,2023-10-24,16:13:00.000000,3
2028213_2023-10-26_08:10:00.000000,2023-10-26,08:10:00.000000,3
2028213_2023-10-26_13:25:00.000000,2023-10-26,13:25:00.000000,3
2028216_2023-10-26_22:53:00.000000,2023-10-26,22:53:00.000000,3
2028216_2023-10-26_23:08:00.000000,2023-10-26,23:08:00.000000,3
2028216_2023-10-26_23:08:00.000000,2023-10-26,23:08:00.000000,2
2028216_2023-10-26_23:23:00.000000,2023-10-26,23:23:00.000000,2
2028234_2023-10-30_02:45:00.000000,2023-10-30,02:45:00.000000,3
2028237_2023-10-30_11:20:00.000000,2023-10-30,11:20:00.000000,3
2028237_2023-10-30_14:05:00.000000,2023-10-30,14:05:00.000000,3
2028240_2023-10-30_14:58:00.000000,2023-10-30,14:58:00.000000,3
2028240_2023-10-31_06:28:00.000000,2023-10-31,06:28:00.000000,3
2028246_2023-10-31_15:55:00.000000,2023-10-31,15:55:00.000000,3
2028246_2023-10-31_20:10:00.000000,2023-10-31,20:10:00.000000,3
2028246_2023-10-31_21:10:00.000000,2023-10-31,21:10:00.000000,3
2028246_2023-10-31_23:25:00.000000,2023-10-31,23:25:00.000000,3
2028249_2023-11-01_08:40:00.000000,2023-11-01,08:40:00.000000,3
2028249_2023-11-01_09:25:00.000000,2023-11-01,09:25:00.000000,3
2028249_2023-11-01_09:55:00.000000,2023-11-01,09:55:00.000000,3
2028252_2023-11-01_22:08:00.000000,2023-11-01,22:08:00.000000,3
2028252_2023-11-02_01:23:00.000000,2023-11-02,01:23:00.000000,3
2028252_2023-11-02_01:23:00.000000,2023-11-02,01:23:00.000000,3
2028252_2023-11-02_05:08:00.000000,2023-11-02,05:08:00.000000,3
2028252_2023-11-02_06:08:00.000000,2023-11-02,06:08:00.000000,3
2028252_2023-11-02_06:53:00.000000,2023-11-02,06:53:00.000000,3
2028252_2023-11-02_07:08:00.000000,2023-11-02,07:08:00.000000,3
2028255_2023-11-02_12:12:00.000000,2023-11-02,12:12:00.000000,3
2028255_2023-11-02_12:27:00.000000,2023-11-02,12:27:00.000000,2
2028258_2023-11-02_19:05:00.000000,2023-11-02,19:05:00.000000,3
2028258_2023-11-02_20:05:00.000000,2023-11-02,20:05:00.000000,3
2028258_2023-11-02_22:05:00.000000,2023-11-02,22:05:00.000000,3
2028258_2023-11-03_07:20:00.000000,2023-11-03,07:20:00.000000,3
2028264_2023-11-03_23:33:00.000000,2023-11-03,23:33:00.000000,3
2028264_2023-11-04_05:33:00.000000,2023-11-04,05:33:00.000000,3
2028264_2023-11-04_06:48:00.000000,2023-11-04,06:48:00.000000,3
2028264_2023-11-04_07:33:00.000000,2023-11-04,07:33:00.000000,3
2028267_2023-11-04_10:17:00.000000,2023-11-04,10:17:00.000000,3
2028267_2023-11-04_10:47:00.000000,2023-11-04,10:47:00.000000,3
2028267_2023-11-04_11:02:00.000000,2023-11-04,11:02:00.000000,3
2028267_2023-11-04_12:17:00.000000,2023-11-04,12:17:00.000000,3
2028270_2023-11-04_20:15:00.000000,2023-11-04,20:15:00.000000,3
2028270_2023-11-04_21:00:00.000000,2023-11-04,21:00:00.000000,3
2028270_2023-11-04_22:30:00.000000,2023-11-04,22:30:00.000000,3
2028270_2023-11-04_22:45:00.000000,2023-11-04,22:45:00.000000,3
2028273_2023-11-05_09:05:00.000000,2023-11-05,09:05:00.000000,3
2028273_2023-11-05_09:35:00.000000,2023-11-05,09:35:00.000000,3
2028276_2023-11-06_02:43:00.000000,2023-11-06,02:43:00.000000,3
2028279_2023-11-06_08:52:00.000000,2023-11-06,08:52:00.000000,3
2028279_2023-11-06_09:07:00.000000,2023-11-06,09:07:00.000000,3
2028279_2023-11-06_11:07:00.000000,2023-11-06,11:07:00.000000,3
2028279_2023-11-06_12:52:00.000000,2023-11-06,12:52:00.000000,3
2028288_2023-11-07_23:38:00.000000,2023-11-07,23:38:00.000000,3
2028288_2023-11-08_02:38:00.000000,2023-11-08,02:38:00.000000,3
2028288_2023-11-08_04:08:00.000000,2023-11-08,04:08:00.000000,3
2028288_2023-11-08_04:53:00.000000,2023-11-08,04:53:00.000000,3
2028288_2023-11-08_05:53:00.000000,2023-11-08,05:53:00.000000,3
2028288_2023-11-08_07:23:00.000000,2023-11-08,07:23:00.000000,3
2028291_2023-11-08_10:57:00.000000,2023-11-08,10:57:00.000000,3
2028291_2023-11-08_11:42:00.000000,2023-11-08,11:42:00.000000,3
2028297_2023-11-09_10:45:00.000000,2023-11-09,10:45:00.000000,3
2028300_2023-11-09_14:18:00.000000,2023-11-09,14:18:00.000000,3
2028300_2023-11-09_23:48:00.000000,2023-11-09,23:48:00.000000,3
2028300_2023-11-10_04:03:00.000000,2023-11-10,04:03:00.000000,3
2028315_2023-11-12_11:08:00.000000,2023-11-12,11:08:00.000000,3
2028315_2023-11-12_13:23:00.000000,2023-11-12,13:23:00.000000,3
2028318_2023-11-12_14:11:00.000000,2023-11-12,14:11:00.000000,3
2028318_2023-11-12_14:41:00.000000,2023-11-12,14:41:00.000000,3
2028318_2023-11-12_15:41:00.000000,2023-11-12,15:41:00.000000,3
2028318_2023-11-12_16:26:00.000000,2023-11-12,16:26:00.000000,3
2028318_2023-11-12_17:26:00.000000,2023-11-12,17:26:00.000000,3
2028318_2023-11-12_17:26:00.000000,2023-11-12,17:26:00.000000,3
2028318_2023-11-12_21:41:00.000000,2023-11-12,21:41:00.000000,3
2028318_2023-11-12_21:56:00.000000,2023-11-12,21:56:00.000000,3
2028318_2023-11-13_01:56:00.000000,2023-11-13,01:56:00.000000,3
2028321_2023-11-13_09:40:00.000000,2023-11-13,09:40:00.000000,3
2028321_2023-11-13_13:40:00.000000,2023-11-13,13:40:00.000000,3
2028324_2023-11-13_23:09:00.000000,2023-11-13,23:09:00.000000,3
2028324_2023-11-14_00:39:00.000000,2023-11-14,00:39:00.000000,3
2028324_2023-11-14_01:54:00.000000,2023-11-14,01:54:00.000000,3
2028324_2023-11-14_03:24:00.000000,2023-11-14,03:24:00.000000,3
2028324_2023-11-14_04:09:00.000000,2023-11-14,04:09:00.000000,5
2028324_2023-11-14_06:24:00.000000,2023-11-14,06:24:00.000000,3
2028327_2023-11-14_09:43:00.000000,2023-11-14,09:43:00.000000,3
2028327_2023-11-14_11:58:00.000000,2023-11-14,11:58:00.000000,3
2028327_2023-11-14_12:43:00.000000,2023-11-14,12:43:00.000000,3
2028327_2023-11-14_13:43:00.000000,2023-11-14,13:43:00.000000,3
2028330_2023-11-14_14:37:00.000000,2023-11-14,14:37:00.000000,3
2028330_2023-11-14_22:52:00.000000,2023-11-14,22:52:00.000000,3
2028330_2023-11-15_01:07:00.000000,2023-11-15,01:07:00.000000,3
2028333_2023-11-15_12:00:00.000000,2023-11-15,12:00:00.000000,3
2028336_2023-11-16_00:49:00.000000,2023-11-16,00:49:00.000000,3
2028336_2023-11-16_02:19:00.000000,2023-11-16,02:19:00.000000,3
2028342_2023-11-16_15:32:00.000000,2023-11-16,15:32:00.000000,3
2028342_2023-11-16_16:17:00.000000,2023-11-16,16:17:00.000000,3
2028342_2023-11-16_21:17:00.000000,2023-11-16,21:17:00.000000,3
2028342_2023-11-17_02:32:00.000000,2023-11-17,02:32:00.000000,3
2028342_2023-11-17_06:32:00.000000,2023-11-17,06:32:00.000000,3
2028345_2023-11-17_09:35:00.000000,2023-11-17,09:35:00.000000,3
2028369_2023-11-21_13:16:00.000000,2023-11-21,13:16:00.000000,3
2028372_2023-11-21_15:52:00.000000,2023-11-21,15:52:00.000000,3
2028372_2023-11-21_18:22:00.000000,2023-11-21,18:22:00.000000,3
2028372_2023-11-21_21:07:00.000000,2023-11-21,21:07:00.000000,3
2028372_2023-11-22_01:37:00.000000,2023-11-22,01:37:00.000000,3
2028372_2023-11-22_05:07:00.000000,2023-11-22,05:07:00.000000,3
2028375_2023-11-22_12:03:00.000000,2023-11-22,12:03:00.000000,3
2028375_2023-11-22_13:03:00.000000,2023-11-22,13:03:00.000000,3
2028378_2023-11-22_17:05:00.000000,2023-11-22,17:05:00.000000,3
2028378_2023-11-22_18:35:00.000000,2023-11-22,18:35:00.000000,3
2028378_2023-11-22_22:50:00.000000,2023-11-22,22:50:00.000000,3
2028378_2023-11-22_23:35:00.000000,2023-11-22,23:35:00.000000,3
2028378_2023-11-23_00:50:00.000000,2023-11-23,00:50:00.000000,3
2028378_2023-11-23_01:20:00.000000,2023-11-23,01:20:00.000000,3
2028378_2023-11-23_03:05:00.000000,2023-11-23,03:05:00.000000,3
2028378_2023-11-23_04:35:00.000000,2023-11-23,04:35:00.000000,3
2028378_2023-11-23_08:20:00.000000,2023-11-23,08:20:00.000000,3
2028381_2023-11-23_08:51:00.000000,2023-11-23,08:51:00.000000,3
2028381_2023-11-23_12:36:00.000000,2023-11-23,12:36:00.000000,3
2028384_2023-11-23_14:17:00.000000,2023-11-23,14:17:00.000000,3
2028384_2023-11-23_14:32:00.000000,2023-11-23,14:32:00.000000,3
2028384_2023-11-23_15:17:00.000000,2023-11-23,15:17:00.000000,3
2028384_2023-11-23_20:32:00.000000,2023-11-23,20:32:00.000000,3
2028384_2023-11-23_21:47:00.000000,2023-11-23,21:47:00.000000,3
2028384_2023-11-23_22:02:00.000000,2023-11-23,22:02:00.000000,3
2028384_2023-11-23_22:47:00.000000,2023-11-23,22:47:00.000000,3
2028384_2023-11-24_01:02:00.000000,2023-11-24,01:02:00.000000,3
2028384_2023-11-24_07:32:00.000000,2023-11-24,07:32:00.000000,3
2028387_2023-11-24_09:23:00.000000,2023-11-24,09:23:00.000000,3
2028387_2023-11-24_11:23:00.000000,2023-11-24,11:23:00.000000,3
2028387_2023-11-24_11:38:00.000000,2023-11-24,11:38:00.000000,3
2028390_2023-11-24_16:31:00.000000,2023-11-24,16:31:00.000000,3
2028390_2023-11-24_16:46:00.000000,2023-11-24,16:46:00.000000,3
2028390_2023-11-24_18:16:00.000000,2023-11-24,18:16:00.000000,3
2028390_2023-11-24_19:31:00.000000,2023-11-24,19:31:00.000000,3
2028390_2023-11-24_20:16:00.000000,2023-11-24,20:16:00.000000,3
2028390_2023-11-24_22:31:00.000000,2023-11-24,22:31:00.000000,3
2028390_2023-11-25_04:01:00.000000,2023-11-25,04:01:00.000000,3
2028393_2023-11-25_10:26:00.000000,2023-11-25,10:26:00.000000,3
2028393_2023-11-25_10:41:00.000000,2023-11-25,10:41:00.000000,3
2028393_2023-11-25_11:41:00.000000,2023-11-25,11:41:00.000000,3
2028396_2023-11-25_14:44:00.000000,2023-11-25,14:44:00.000000,3
2028396_2023-11-25_16:59:00.000000,2023-11-25,16:59:00.000000,3
2028396_2023-11-25_18:29:00.000000,2023-11-25,18:29:00.000000,3
2028396_2023-11-25_19:59:00.000000,2023-11-25,19:59:00.000000,3
2028396_2023-11-25_19:59:00.000000,2023-11-25,19:59:00.000000,3
2028396_2023-11-25_20:44:00.000000,2023-11-25,20:44:00.000000,3
2028396_2023-11-25_20:59:00.000000,2023-11-25,20:59:00.000000,3
2028396_2023-11-25_21:44:00.000000,2023-11-25,21:44:00.000000,3
2028396_2023-11-26_01:29:00.000000,2023-11-26,01:29:00.000000,3
2028396_2023-11-26_04:59:00.000000,2023-11-26,04:59:00.000000,3
2028396_2023-11-26_05:29:00.000000,2023-11-26,05:29:00.000000,3
2028396_2023-11-26_07:29:00.000000,2023-11-26,07:29:00.000000,3
2028396_2023-11-26_07:44:00.000000,2023-11-26,07:44:00.000000,3
2028396_2023-11-26_07:44:00.000000,2023-11-26,07:44:00.000000,2
2028396_2023-11-26_07:44:00.000000,2023-11-26,07:44:00.000000,4
2028396_2023-11-26_07:59:00.000000,2023-11-26,07:59:00.000000,4
2028396_2023-11-26_08:14:00.000000,2023-11-26,08:14:00.000000,4
2028396_2023-11-26_08:29:00.000000,2023-11-26,08:29:00.000000,4
2028411_2023-11-28_11:48:00.000000,2023-11-28,11:48:00.000000,3
2028414_2023-11-28_15:23:00.000000,2023-11-28,15:23:00.000000,3
2028414_2023-11-28_17:08:00.000000,2023-11-28,17:08:00.000000,3
2028414_2023-11-28_18:23:00.000000,2023-11-28,18:23:00.000000,3
2028414_2023-11-28_19:23:00.000000,2023-11-28,19:23:00.000000,2
2028414_2023-11-28_19:38:00.000000,2023-11-28,19:38:00.000000,2
2028414_2023-11-28_19:23:00.000000,2023-11-28,19:23:00.000000,2
2028414_2023-11-28_19:38:00.000000,2023-11-28,19:38:00.000000,2
2028414_2023-11-28_19:53:00.000000,2023-11-28,19:53:00.000000,2
2028414_2023-11-28_19:38:00.000000,2023-11-28,19:38:00.000000,3
2028414_2023-11-28_19:53:00.000000,2023-11-28,19:53:00.000000,2
2028414_2023-11-28_22:23:00.000000,2023-11-28,22:23:00.000000,3
2028414_2023-11-29_02:23:00.000000,2023-11-29,02:23:00.000000,3
2028414_2023-11-29_07:23:00.000000,2023-11-29,07:23:00.000000,3
2028417_2023-11-29_09:06:00.000000,2023-11-29,09:06:00.000000,3
2028420_2023-11-29_18:07:00.000000,2023-11-29,18:07:00.000000,3
2028420_2023-11-29_18:52:00.000000,2023-11-29,18:52:00.000000,3
2028420_2023-11-29_19:22:00.000000,2023-11-29,19:22:00.000000,3
2028420_2023-11-29_20:52:00.000000,2023-11-29,20:52:00.000000,3
2028420_2023-11-29_21:22:00.000000,2023-11-29,21:22:00.000000,3
2028420_2023-11-30_00:37:00.000000,2023-11-30,00:37:00.000000,3
2028420_2023-11-30_05:52:00.000000,2023-11-30,05:52:00.000000,3
2028420_2023-11-30_07:07:00.000000,2023-11-30,07:07:00.000000,3
2028426_2023-11-30_15:35:00.000000,2023-11-30,15:35:00.000000,3
2028426_2023-11-30_18:05:00.000000,2023-11-30,18:05:00.000000,3
2028426_2023-11-30_18:20:00.000000,2023-11-30,18:20:00.000000,3
2028426_2023-11-30_22:20:00.000000,2023-11-30,22:20:00.000000,5
2028426_2023-11-30_22:20:00.000000,2023-11-30,22:20:00.000000,3
2028426_2023-12-01_05:50:00.000000,2023-12-01,05:50:00.000000,3
2028432_2023-12-01_17:48:00.000000,2023-12-01,17:48:00.000000,3
2028432_2023-12-01_22:33:00.000000,2023-12-01,22:33:00.000000,3
2028432_2023-12-02_02:33:00.000000,2023-12-02,02:33:00.000000,5
2028432_2023-12-02_03:33:00.000000,2023-12-02,03:33:00.000000,3
2028432_2023-12-02_07:48:00.000000,2023-12-02,07:48:00.000000,3
2028435_2023-12-02_12:57:00.000000,2023-12-02,12:57:00.000000,3
2028438_2023-12-02_20:32:00.000000,2023-12-02,20:32:00.000000,3
2028450_2023-12-04_20:44:00.000000,2023-12-04,20:44:00.000000,3
2028450_2023-12-04_23:29:00.000000,2023-12-04,23:29:00.000000,3
2028450_2023-12-05_06:44:00.000000,2023-12-05,06:44:00.000000,3
2028450_2023-12-05_07:14:00.000000,2023-12-05,07:14:00.000000,3
2028453_2023-12-05_11:19:00.000000,2023-12-05,11:19:00.000000,3
2028456_2023-12-06_05:28:00.000000,2023-12-06,05:28:00.000000,3
2028462_2023-12-06_20:42:00.000000,2023-12-06,20:42:00.000000,3
2028462_2023-12-07_02:57:00.000000,2023-12-07,02:57:00.000000,3
2028462_2023-12-07_04:12:00.000000,2023-12-07,04:12:00.000000,3
2031802_2023-12-07_13:26:00.000000,2023-12-07,13:26:00.000000,3
2031802_2023-12-07_13:56:00.000000,2023-12-07,13:56:00.000000,3
2031802_2023-12-07_18:11:00.000000,2023-12-07,18:11:00.000000,3
2031994_2023-12-08_22:45:00.000000,2023-12-08,22:45:00.000000,3
2028477_2023-12-09_09:42:00.000000,2023-12-09,09:42:00.000000,3
2028477_2023-12-09_12:42:00.000000,2023-12-09,12:42:00.000000,3
2028477_2023-12-09_12:57:00.000000,2023-12-09,12:57:00.000000,3
2028480_2023-12-09_18:24:00.000000,2023-12-09,18:24:00.000000,3
2028480_2023-12-09_23:09:00.000000,2023-12-09,23:09:00.000000,3
2028480_2023-12-09_23:54:00.000000,2023-12-09,23:54:00.000000,3
2028480_2023-12-10_01:39:00.000000,2023-12-10,01:39:00.000000,3
2028480_2023-12-10_01:54:00.000000,2023-12-10,01:54:00.000000,3
2028480_2023-12-10_05:39:00.000000,2023-12-10,05:39:00.000000,3
2028486_2023-12-11_01:53:00.000000,2023-12-11,01:53:00.000000,3
2028489_2023-12-11_13:00:00.000000,2023-12-11,13:00:00.000000,3
2028492_2023-12-11_21:52:00.000000,2023-12-11,21:52:00.000000,3
2028492_2023-12-12_01:37:00.000000,2023-12-12,01:37:00.000000,3
2028492_2023-12-12_03:22:00.000000,2023-12-12,03:22:00.000000,3
2028492_2023-12-12_03:37:00.000000,2023-12-12,03:37:00.000000,3
2028495_2023-12-12_10:02:00.000000,2023-12-12,10:02:00.000000,3
2028495_2023-12-12_11:17:00.000000,2023-12-12,11:17:00.000000,3
2028498_2023-12-12_13:22:00.000000,2023-12-12,13:22:00.000000,3
2028498_2023-12-12_14:22:00.000000,2023-12-12,14:22:00.000000,3
2031988_2023-12-13_14:21:00.000000,2023-12-13,14:21:00.000000,5
2031988_2023-12-13_14:36:00.000000,2023-12-13,14:36:00.000000,3
2031991_2023-12-14_06:05:00.000000,2023-12-14,06:05:00.000000,3
2028510_2023-12-14_16:51:00.000000,2023-12-14,16:51:00.000000,2
2028510_2023-12-14_17:06:00.000000,2023-12-14,17:06:00.000000,2
2028510_2023-12-14_17:06:00.000000,2023-12-14,17:06:00.000000,4
2028510_2023-12-14_17:21:00.000000,2023-12-14,17:21:00.000000,4
2028510_2023-12-14_17:36:00.000000,2023-12-14,17:36:00.000000,4
2028510_2023-12-14_17:51:00.000000,2023-12-14,17:51:00.000000,4
2028510_2023-12-14_18:06:00.000000,2023-12-14,18:06:00.000000,4
2028510_2023-12-14_18:21:00.000000,2023-12-14,18:21:00.000000,4
2028510_2023-12-14_17:06:00.000000,2023-12-14,17:06:00.000000,4
2028510_2023-12-14_17:21:00.000000,2023-12-14,17:21:00.000000,4
2028510_2023-12-14_17:36:00.000000,2023-12-14,17:36:00.000000,4
2028510_2023-12-14_17:51:00.000000,2023-12-14,17:51:00.000000,4
2028510_2023-12-14_18:06:00.000000,2023-12-14,18:06:00.000000,4
2028510_2023-12-14_18:21:00.000000,2023-12-14,18:21:00.000000,4
2028510_2023-12-15_00:06:00.000000,2023-12-15,00:06:00.000000,3
2028510_2023-12-15_01:51:00.000000,2023-12-15,01:51:00.000000,3
2028510_2023-12-15_07:21:00.000000,2023-12-15,07:21:00.000000,3
2028510_2023-12-15_07:21:00.000000,2023-12-15,07:21:00.000000,4
2028510_2023-12-15_07:36:00.000000,2023-12-15,07:36:00.000000,4
2028510_2023-12-15_07:51:00.000000,2023-12-15,07:51:00.000000,4
2028510_2023-12-15_08:06:00.000000,2023-12-15,08:06:00.000000,4
2028510_2023-12-15_08:21:00.000000,2023-12-15,08:21:00.000000,4
2028510_2023-12-15_09:06:00.000000,2023-12-15,09:06:00.000000,3
2028513_2023-12-15_09:51:00.000000,2023-12-15,09:51:00.000000,3
2028513_2023-12-15_10:36:00.000000,2023-12-15,10:36:00.000000,3
2028513_2023-12-15_11:51:00.000000,2023-12-15,11:51:00.000000,3
2028516_2023-12-15_18:20:00.000000,2023-12-15,18:20:00.000000,3
2028516_2023-12-15_18:35:00.000000,2023-12-15,18:35:00.000000,3
2028525_2023-12-17_09:53:00.000000,2023-12-17,09:53:00.000000,3
2028528_2023-12-17_21:05:00.000000,2023-12-17,21:05:00.000000,3
2028528_2023-12-18_00:20:00.000000,2023-12-18,00:20:00.000000,3
2028528_2023-12-18_03:35:00.000000,2023-12-18,03:35:00.000000,3
2028534_2023-12-18_14:20:00.000000,2023-12-18,14:20:00.000000,3
2028534_2023-12-19_02:50:00.000000,2023-12-19,02:50:00.000000,3
2028540_2023-12-19_23:20:00.000000,2023-12-19,23:20:00.000000,3
2028540_2023-12-20_03:05:00.000000,2023-12-20,03:05:00.000000,3
2028543_2023-12-20_12:56:00.000000,2023-12-20,12:56:00.000000,3
2032465_2023-12-20_17:35:00.000000,2023-12-20,17:35:00.000000,3
2032465_2023-12-20_20:50:00.000000,2023-12-20,20:50:00.000000,3
2032465_2023-12-20_21:20:00.000000,2023-12-20,21:20:00.000000,3
2032465_2023-12-20_22:05:00.000000,2023-12-20,22:05:00.000000,3
2032465_2023-12-20_22:35:00.000000,2023-12-20,22:35:00.000000,3
2032468_2023-12-21_05:32:00.000000,2023-12-21,05:32:00.000000,3
2032468_2023-12-21_07:02:00.000000,2023-12-21,07:02:00.000000,3
2028549_2023-12-21_10:26:00.000000,2023-12-21,10:26:00.000000,3
2028549_2023-12-21_10:41:00.000000,2023-12-21,10:41:00.000000,3
2028558_2023-12-23_03:36:00.000000,2023-12-23,03:36:00.000000,3
2028558_2023-12-23_06:06:00.000000,2023-12-23,06:06:00.000000,3
2028558_2023-12-23_08:36:00.000000,2023-12-23,08:36:00.000000,3
2028564_2023-12-24_00:52:00.000000,2023-12-24,00:52:00.000000,3
2028564_2023-12-24_01:07:00.000000,2023-12-24,01:07:00.000000,3
2028564_2023-12-24_01:22:00.000000,2023-12-24,01:22:00.000000,3
2028564_2023-12-24_01:37:00.000000,2023-12-24,01:37:00.000000,3
2028564_2023-12-24_01:52:00.000000,2023-12-24,01:52:00.000000,3
2028564_2023-12-24_02:07:00.000000,2023-12-24,02:07:00.000000,3
2028564_2023-12-24_08:07:00.000000,2023-12-24,08:07:00.000000,3
2028567_2023-12-24_10:58:00.000000,2023-12-24,10:58:00.000000,3
2028570_2023-12-25_01:07:00.000000,2023-12-25,01:07:00.000000,3
2028570_2023-12-25_03:07:00.000000,2023-12-25,03:07:00.000000,3
2028573_2023-12-25_12:28:00.000000,2023-12-25,12:28:00.000000,3
2028576_2023-12-25_21:38:00.000000,2023-12-25,21:38:00.000000,3
2028576_2023-12-25_23:23:00.000000,2023-12-25,23:23:00.000000,3
2028576_2023-12-25_23:23:00.000000,2023-12-25,23:23:00.000000,3
2028576_2023-12-25_23:38:00.000000,2023-12-25,23:38:00.000000,3
2028576_2023-12-26_03:08:00.000000,2023-12-26,03:08:00.000000,5
2028576_2023-12-26_09:23:00.000000,2023-12-26,09:23:00.000000,3
2028579_2023-12-26_09:43:00.000000,2023-12-26,09:43:00.000000,3
2028579_2023-12-26_10:28:00.000000,2023-12-26,10:28:00.000000,3
2028579_2023-12-26_11:43:00.000000,2023-12-26,11:43:00.000000,3
2028582_2023-12-26_14:39:00.000000,2023-12-26,14:39:00.000000,3
2028582_2023-12-26_23:09:00.000000,2023-12-26,23:09:00.000000,3
2028582_2023-12-27_08:54:00.000000,2023-12-27,08:54:00.000000,3
2028585_2023-12-27_11:28:00.000000,2023-12-27,11:28:00.000000,3
2028588_2023-12-28_03:25:00.000000,2023-12-28,03:25:00.000000,3
2028588_2023-12-28_03:55:00.000000,2023-12-28,03:55:00.000000,3
2028642_2024-01-05_15:24:00.000000,2024-01-05,15:24:00.000000,3
2028642_2024-01-05_18:54:00.000000,2024-01-05,18:54:00.000000,3
2028642_2024-01-06_01:09:00.000000,2024-01-06,01:09:00.000000,3
2028642_2024-01-06_02:24:00.000000,2024-01-06,02:24:00.000000,3
2028642_2024-01-06_04:39:00.000000,2024-01-06,04:39:00.000000,3
2028642_2024-01-06_05:39:00.000000,2024-01-06,05:39:00.000000,3
2028642_2024-01-06_07:54:00.000000,2024-01-06,07:54:00.000000,3
2028645_2024-01-06_12:51:00.000000,2024-01-06,12:51:00.000000,3
2028648_2024-01-06_19:26:00.000000,2024-01-06,19:26:00.000000,3
2028648_2024-01-06_21:26:00.000000,2024-01-06,21:26:00.000000,3
2028648_2024-01-07_04:11:00.000000,2024-01-07,04:11:00.000000,3
2028648_2024-01-07_06:26:00.000000,2024-01-07,06:26:00.000000,3
2028648_2024-01-07_07:26:00.000000,2024-01-07,07:26:00.000000,3
2028648_2024-01-07_08:41:00.000000,2024-01-07,08:41:00.000000,3
2028651_2024-01-07_09:50:00.000000,2024-01-07,09:50:00.000000,3
2028660_2024-01-08_15:00:00.000000,2024-01-08,15:00:00.000000,3
2028660_2024-01-08_15:15:00.000000,2024-01-08,15:15:00.000000,3
2028660_2024-01-08_16:15:00.000000,2024-01-08,16:15:00.000000,3
2028660_2024-01-08_19:15:00.000000,2024-01-08,19:15:00.000000,3
2028660_2024-01-09_06:15:00.000000,2024-01-09,06:15:00.000000,3
2028663_2024-01-09_11:03:00.000000,2024-01-09,11:03:00.000000,3
2028663_2024-01-09_12:03:00.000000,2024-01-09,12:03:00.000000,3
2033594_2024-01-09_17:46:00.000000,2024-01-09,17:46:00.000000,3
2033594_2024-01-10_03:16:00.000000,2024-01-10,03:16:00.000000,3
2033594_2024-01-10_03:31:00.000000,2024-01-10,03:31:00.000000,3
2033594_2024-01-10_05:01:00.000000,2024-01-10,05:01:00.000000,3
2033594_2024-01-10_05:16:00.000000,2024-01-10,05:16:00.000000,3
2033594_2024-01-10_05:31:00.000000,2024-01-10,05:31:00.000000,3
2033594_2024-01-10_05:46:00.000000,2024-01-10,05:46:00.000000,3
2033594_2024-01-10_06:01:00.000000,2024-01-10,06:01:00.000000,3
2033594_2024-01-10_06:16:00.000000,2024-01-10,06:16:00.000000,3
2033594_2024-01-10_05:16:00.000000,2024-01-10,05:16:00.000000,3
2033594_2024-01-10_05:46:00.000000,2024-01-10,05:46:00.000000,3
2033594_2024-01-10_06:46:00.000000,2024-01-10,06:46:00.000000,3
2033594_2024-01-10_09:01:00.000000,2024-01-10,09:01:00.000000,3
2028672_2024-01-10_15:05:00.000000,2024-01-10,15:05:00.000000,3
2028672_2024-01-10_15:50:00.000000,2024-01-10,15:50:00.000000,3
2028672_2024-01-10_18:50:00.000000,2024-01-10,18:50:00.000000,3
2028672_2024-01-10_21:05:00.000000,2024-01-10,21:05:00.000000,3
2028672_2024-01-10_21:50:00.000000,2024-01-10,21:50:00.000000,3
2028672_2024-01-10_23:20:00.000000,2024-01-10,23:20:00.000000,3
2028672_2024-01-11_01:20:00.000000,2024-01-11,01:20:00.000000,3
2028672_2024-01-11_03:05:00.000000,2024-01-11,03:05:00.000000,3
2028678_2024-01-11_16:37:00.000000,2024-01-11,16:37:00.000000,3
2028678_2024-01-11_21:22:00.000000,2024-01-11,21:22:00.000000,3
2028678_2024-01-12_02:52:00.000000,2024-01-12,02:52:00.000000,3
2028681_2024-01-12_11:28:00.000000,2024-01-12,11:28:00.000000,3
2028681_2024-01-12_13:13:00.000000,2024-01-12,13:13:00.000000,3
2028684_2024-01-12_14:39:00.000000,2024-01-12,14:39:00.000000,3
2028684_2024-01-12_17:24:00.000000,2024-01-12,17:24:00.000000,3
2028684_2024-01-12_23:24:00.000000,2024-01-12,23:24:00.000000,3
2028684_2024-01-12_23:39:00.000000,2024-01-12,23:39:00.000000,3
2028684_2024-01-13_00:39:00.000000,2024-01-13,00:39:00.000000,3
2028684_2024-01-13_01:54:00.000000,2024-01-13,01:54:00.000000,3
2028684_2024-01-13_03:39:00.000000,2024-01-13,03:39:00.000000,3
2028684_2024-01-13_07:09:00.000000,2024-01-13,07:09:00.000000,3
2028684_2024-01-13_08:24:00.000000,2024-01-13,08:24:00.000000,3
2028684_2024-01-13_09:09:00.000000,2024-01-13,09:09:00.000000,3
2028687_2024-01-13_11:57:00.000000,2024-01-13,11:57:00.000000,3
2028690_2024-01-13_14:42:00.000000,2024-01-13,14:42:00.000000,3
