Index,Date,URL,date,time,key,timestamp_dt,label
950,861460_2022-05-21_08:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_083000_LBA_OUTER_S0.fits,2022-05-21,08:30:00.000000,861460_2022-05-21_08:30:00.000000,2022-05-21 08:30:00,
7732,861426_2022-05-21_08:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_083000_LBA_OUTER_S0.fits,2022-05-21,08:30:00.000000,861426_2022-05-21_08:30:00.000000,2022-05-21 08:30:00,
7894,861428_2022-05-21_08:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_083000_HBA_DUAL_S0.fits,2022-05-21,08:30:00.000000,861428_2022-05-21_08:30:00.000000,2022-05-21 08:30:00,
927,861460_2022-05-21_08:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_084500_LBA_OUTER_S0.fits,2022-05-21,08:45:00.000000,861460_2022-05-21_08:45:00.000000,2022-05-21 08:45:00,
7748,861426_2022-05-21_08:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_084500_LBA_OUTER_S0.fits,2022-05-21,08:45:00.000000,861426_2022-05-21_08:45:00.000000,2022-05-21 08:45:00,
7887,861428_2022-05-21_08:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_084500_HBA_DUAL_S0.fits,2022-05-21,08:45:00.000000,861428_2022-05-21_08:45:00.000000,2022-05-21 08:45:00,
925,861460_2022-05-21_09:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_090000_LBA_OUTER_S0.fits,2022-05-21,09:00:00.000000,861460_2022-05-21_09:00:00.000000,2022-05-21 09:00:00,
7746,861426_2022-05-21_09:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_090000_LBA_OUTER_S0.fits,2022-05-21,09:00:00.000000,861426_2022-05-21_09:00:00.000000,2022-05-21 09:00:00,
7890,861428_2022-05-21_09:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_090000_HBA_DUAL_S0.fits,2022-05-21,09:00:00.000000,861428_2022-05-21_09:00:00.000000,2022-05-21 09:00:00,
944,861460_2022-05-21_09:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_091500_LBA_OUTER_S0.fits,2022-05-21,09:15:00.000000,861460_2022-05-21_09:15:00.000000,2022-05-21 09:15:00,
7734,861426_2022-05-21_09:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_091500_LBA_OUTER_S0.fits,2022-05-21,09:15:00.000000,861426_2022-05-21_09:15:00.000000,2022-05-21 09:15:00,
7872,861428_2022-05-21_09:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_091500_HBA_DUAL_S0.fits,2022-05-21,09:15:00.000000,861428_2022-05-21_09:15:00.000000,2022-05-21 09:15:00,
961,861460_2022-05-21_09:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_093000_LBA_OUTER_S0.fits,2022-05-21,09:30:00.000000,861460_2022-05-21_09:30:00.000000,2022-05-21 09:30:00,
7740,861426_2022-05-21_09:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_093000_LBA_OUTER_S0.fits,2022-05-21,09:30:00.000000,861426_2022-05-21_09:30:00.000000,2022-05-21 09:30:00,
7885,861428_2022-05-21_09:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_093000_HBA_DUAL_S0.fits,2022-05-21,09:30:00.000000,861428_2022-05-21_09:30:00.000000,2022-05-21 09:30:00,
940,861460_2022-05-21_09:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_094500_LBA_OUTER_S0.fits,2022-05-21,09:45:00.000000,861460_2022-05-21_09:45:00.000000,2022-05-21 09:45:00,
7756,861426_2022-05-21_09:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_094500_LBA_OUTER_S0.fits,2022-05-21,09:45:00.000000,861426_2022-05-21_09:45:00.000000,2022-05-21 09:45:00,
7897,861428_2022-05-21_09:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_094500_HBA_DUAL_S0.fits,2022-05-21,09:45:00.000000,861428_2022-05-21_09:45:00.000000,2022-05-21 09:45:00,
956,861460_2022-05-21_10:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_100000_LBA_OUTER_S0.fits,2022-05-21,10:00:00.000000,861460_2022-05-21_10:00:00.000000,2022-05-21 10:00:00,
7743,861426_2022-05-21_10:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_100000_LBA_OUTER_S0.fits,2022-05-21,10:00:00.000000,861426_2022-05-21_10:00:00.000000,2022-05-21 10:00:00,
7870,861428_2022-05-21_10:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_100000_HBA_DUAL_S0.fits,2022-05-21,10:00:00.000000,861428_2022-05-21_10:00:00.000000,2022-05-21 10:00:00,
937,861460_2022-05-21_10:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_101500_LBA_OUTER_S0.fits,2022-05-21,10:15:00.000000,861460_2022-05-21_10:15:00.000000,2022-05-21 10:15:00,
7753,861426_2022-05-21_10:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_101500_LBA_OUTER_S0.fits,2022-05-21,10:15:00.000000,861426_2022-05-21_10:15:00.000000,2022-05-21 10:15:00,
7891,861428_2022-05-21_10:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_101500_HBA_DUAL_S0.fits,2022-05-21,10:15:00.000000,861428_2022-05-21_10:15:00.000000,2022-05-21 10:15:00,
916,861460_2022-05-21_10:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_103000_LBA_OUTER_S0.fits,2022-05-21,10:30:00.000000,861460_2022-05-21_10:30:00.000000,2022-05-21 10:30:00,
7751,861426_2022-05-21_10:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_103000_LBA_OUTER_S0.fits,2022-05-21,10:30:00.000000,861426_2022-05-21_10:30:00.000000,2022-05-21 10:30:00,
7875,861428_2022-05-21_10:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_103000_HBA_DUAL_S0.fits,2022-05-21,10:30:00.000000,861428_2022-05-21_10:30:00.000000,2022-05-21 10:30:00,
948,861460_2022-05-21_10:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_104500_LBA_OUTER_S0.fits,2022-05-21,10:45:00.000000,861460_2022-05-21_10:45:00.000000,2022-05-21 10:45:00,
7735,861426_2022-05-21_10:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_104500_LBA_OUTER_S0.fits,2022-05-21,10:45:00.000000,861426_2022-05-21_10:45:00.000000,2022-05-21 10:45:00,
7873,861428_2022-05-21_10:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_104500_HBA_DUAL_S0.fits,2022-05-21,10:45:00.000000,861428_2022-05-21_10:45:00.000000,2022-05-21 10:45:00,
945,861460_2022-05-21_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_110000_LBA_OUTER_S0.fits,2022-05-21,11:00:00.000000,861460_2022-05-21_11:00:00.000000,2022-05-21 11:00:00,
7733,861426_2022-05-21_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_110000_LBA_OUTER_S0.fits,2022-05-21,11:00:00.000000,861426_2022-05-21_11:00:00.000000,2022-05-21 11:00:00,
7878,861428_2022-05-21_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_110000_HBA_DUAL_S0.fits,2022-05-21,11:00:00.000000,861428_2022-05-21_11:00:00.000000,2022-05-21 11:00:00,
924,861460_2022-05-21_11:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_111500_LBA_OUTER_S0.fits,2022-05-21,11:15:00.000000,861460_2022-05-21_11:15:00.000000,2022-05-21 11:15:00,
7747,861426_2022-05-21_11:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_111500_LBA_OUTER_S0.fits,2022-05-21,11:15:00.000000,861426_2022-05-21_11:15:00.000000,2022-05-21 11:15:00,
7883,861428_2022-05-21_11:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_111500_HBA_DUAL_S0.fits,2022-05-21,11:15:00.000000,861428_2022-05-21_11:15:00.000000,2022-05-21 11:15:00,
929,861460_2022-05-21_11:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_113000_LBA_OUTER_S0.fits,2022-05-21,11:30:00.000000,861460_2022-05-21_11:30:00.000000,2022-05-21 11:30:00,
7760,861426_2022-05-21_11:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_113000_LBA_OUTER_S0.fits,2022-05-21,11:30:00.000000,861426_2022-05-21_11:30:00.000000,2022-05-21 11:30:00,
7868,861428_2022-05-21_11:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_113000_HBA_DUAL_S0.fits,2022-05-21,11:30:00.000000,861428_2022-05-21_11:30:00.000000,2022-05-21 11:30:00,
959,861460_2022-05-21_11:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_114500_LBA_OUTER_S0.fits,2022-05-21,11:45:00.000000,861460_2022-05-21_11:45:00.000000,2022-05-21 11:45:00,
7744,861426_2022-05-21_11:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_114500_LBA_OUTER_S0.fits,2022-05-21,11:45:00.000000,861426_2022-05-21_11:45:00.000000,2022-05-21 11:45:00,
7880,861428_2022-05-21_11:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_114500_HBA_DUAL_S0.fits,2022-05-21,11:45:00.000000,861428_2022-05-21_11:45:00.000000,2022-05-21 11:45:00,
934,861460_2022-05-21_12:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_120000_LBA_OUTER_S0.fits,2022-05-21,12:00:00.000000,861460_2022-05-21_12:00:00.000000,2022-05-21 12:00:00,
7759,861426_2022-05-21_12:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_120000_LBA_OUTER_S0.fits,2022-05-21,12:00:00.000000,861426_2022-05-21_12:00:00.000000,2022-05-21 12:00:00,
7882,861428_2022-05-21_12:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_120000_HBA_DUAL_S0.fits,2022-05-21,12:00:00.000000,861428_2022-05-21_12:00:00.000000,2022-05-21 12:00:00,
965,861460_2022-05-21_12:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_121500_LBA_OUTER_S0.fits,2022-05-21,12:15:00.000000,861460_2022-05-21_12:15:00.000000,2022-05-21 12:15:00,
7739,861426_2022-05-21_12:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_121500_LBA_OUTER_S0.fits,2022-05-21,12:15:00.000000,861426_2022-05-21_12:15:00.000000,2022-05-21 12:15:00,
7877,861428_2022-05-21_12:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_121500_HBA_DUAL_S0.fits,2022-05-21,12:15:00.000000,861428_2022-05-21_12:15:00.000000,2022-05-21 12:15:00,
942,861460_2022-05-21_12:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_123000_LBA_OUTER_S0.fits,2022-05-21,12:30:00.000000,861460_2022-05-21_12:30:00.000000,2022-05-21 12:30:00,
7737,861426_2022-05-21_12:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_123000_LBA_OUTER_S0.fits,2022-05-21,12:30:00.000000,861426_2022-05-21_12:30:00.000000,2022-05-21 12:30:00,
7893,861428_2022-05-21_12:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_123000_HBA_DUAL_S0.fits,2022-05-21,12:30:00.000000,861428_2022-05-21_12:30:00.000000,2022-05-21 12:30:00,
921,861460_2022-05-21_12:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_124500_LBA_OUTER_S0.fits,2022-05-21,12:45:00.000000,861460_2022-05-21_12:45:00.000000,2022-05-21 12:45:00,
7749,861426_2022-05-21_12:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_124500_LBA_OUTER_S0.fits,2022-05-21,12:45:00.000000,861426_2022-05-21_12:45:00.000000,2022-05-21 12:45:00,
7888,861428_2022-05-21_12:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_124500_HBA_DUAL_S0.fits,2022-05-21,12:45:00.000000,861428_2022-05-21_12:45:00.000000,2022-05-21 12:45:00,
923,861460_2022-05-21_13:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_130000_LBA_OUTER_S0.fits,2022-05-21,13:00:00.000000,861460_2022-05-21_13:00:00.000000,2022-05-21 13:00:00,
7750,861426_2022-05-21_13:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_130000_LBA_OUTER_S0.fits,2022-05-21,13:00:00.000000,861426_2022-05-21_13:00:00.000000,2022-05-21 13:00:00,
7892,861428_2022-05-21_13:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_130000_HBA_DUAL_S0.fits,2022-05-21,13:00:00.000000,861428_2022-05-21_13:00:00.000000,2022-05-21 13:00:00,
953,861460_2022-05-21_13:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_131500_LBA_OUTER_S0.fits,2022-05-21,13:15:00.000000,861460_2022-05-21_13:15:00.000000,2022-05-21 13:15:00,
7730,861426_2022-05-21_13:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_131500_LBA_OUTER_S0.fits,2022-05-21,13:15:00.000000,861426_2022-05-21_13:15:00.000000,2022-05-21 13:15:00,
7871,861428_2022-05-21_13:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_131500_HBA_DUAL_S0.fits,2022-05-21,13:15:00.000000,861428_2022-05-21_13:15:00.000000,2022-05-21 13:15:00,
955,861460_2022-05-21_13:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_133000_LBA_OUTER_S0.fits,2022-05-21,13:30:00.000000,861460_2022-05-21_13:30:00.000000,2022-05-21 13:30:00,
7745,861426_2022-05-21_13:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_133000_LBA_OUTER_S0.fits,2022-05-21,13:30:00.000000,861426_2022-05-21_13:30:00.000000,2022-05-21 13:30:00,
7886,861428_2022-05-21_13:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_133000_HBA_DUAL_S0.fits,2022-05-21,13:30:00.000000,861428_2022-05-21_13:30:00.000000,2022-05-21 13:30:00,
932,861460_2022-05-21_13:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_134500_LBA_OUTER_S0.fits,2022-05-21,13:45:00.000000,861460_2022-05-21_13:45:00.000000,2022-05-21 13:45:00,
7757,861426_2022-05-21_13:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_134500_LBA_OUTER_S0.fits,2022-05-21,13:45:00.000000,861426_2022-05-21_13:45:00.000000,2022-05-21 13:45:00,
7896,861428_2022-05-21_13:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_134500_HBA_DUAL_S0.fits,2022-05-21,13:45:00.000000,861428_2022-05-21_13:45:00.000000,2022-05-21 13:45:00,
933,861460_2022-05-21_14:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_140000_LBA_OUTER_S0.fits,2022-05-21,14:00:00.000000,861460_2022-05-21_14:00:00.000000,2022-05-21 14:00:00,
7758,861426_2022-05-21_14:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_140000_LBA_OUTER_S0.fits,2022-05-21,14:00:00.000000,861426_2022-05-21_14:00:00.000000,2022-05-21 14:00:00,
7889,861428_2022-05-21_14:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_140000_HBA_DUAL_S0.fits,2022-05-21,14:00:00.000000,861428_2022-05-21_14:00:00.000000,2022-05-21 14:00:00,
964,861460_2022-05-21_14:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_141500_LBA_OUTER_S0.fits,2022-05-21,14:15:00.000000,861460_2022-05-21_14:15:00.000000,2022-05-21 14:15:00,III/3
7738,861426_2022-05-21_14:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_141500_LBA_OUTER_S0.fits,2022-05-21,14:15:00.000000,861426_2022-05-21_14:15:00.000000,2022-05-21 14:15:00,III/3
7879,861428_2022-05-21_14:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_141500_HBA_DUAL_S0.fits,2022-05-21,14:15:00.000000,861428_2022-05-21_14:15:00.000000,2022-05-21 14:15:00,III/3
941,861460_2022-05-21_14:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_143000_LBA_OUTER_S0.fits,2022-05-21,14:30:00.000000,861460_2022-05-21_14:30:00.000000,2022-05-21 14:30:00,III/3
7736,861426_2022-05-21_14:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4163/861426/dynamic_spectra/LOFAR_20220521_143000_LBA_OUTER_S0.fits,2022-05-21,14:30:00.000000,861426_2022-05-21_14:30:00.000000,2022-05-21 14:30:00,III/3
7895,861428_2022-05-21_14:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4164/861428/dynamic_spectra/LOFAR_20220521_143000_HBA_DUAL_S0.fits,2022-05-21,14:30:00.000000,861428_2022-05-21_14:30:00.000000,2022-05-21 14:30:00,III/3
922,861460_2022-05-21_14:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_144500_LBA_OUTER_S0.fits,2022-05-21,14:45:00.000000,861460_2022-05-21_14:45:00.000000,2022-05-21 14:45:00,
920,861460_2022-05-21_15:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_150000_LBA_OUTER_S0.fits,2022-05-21,15:00:00.000000,861460_2022-05-21_15:00:00.000000,2022-05-21 15:00:00,
952,861460_2022-05-21_15:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_151500_LBA_OUTER_S0.fits,2022-05-21,15:15:00.000000,861460_2022-05-21_15:15:00.000000,2022-05-21 15:15:00,
954,861460_2022-05-21_15:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_153000_LBA_OUTER_S0.fits,2022-05-21,15:30:00.000000,861460_2022-05-21_15:30:00.000000,2022-05-21 15:30:00,
935,861460_2022-05-21_15:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_154500_LBA_OUTER_S0.fits,2022-05-21,15:45:00.000000,861460_2022-05-21_15:45:00.000000,2022-05-21 15:45:00,
960,861460_2022-05-21_16:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_160000_LBA_OUTER_S0.fits,2022-05-21,16:00:00.000000,861460_2022-05-21_16:00:00.000000,2022-05-21 16:00:00,
939,861460_2022-05-21_16:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_161500_LBA_OUTER_S0.fits,2022-05-21,16:15:00.000000,861460_2022-05-21_16:15:00.000000,2022-05-21 16:15:00,
918,861460_2022-05-21_16:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_163000_LBA_OUTER_S0.fits,2022-05-21,16:30:00.000000,861460_2022-05-21_16:30:00.000000,2022-05-21 16:30:00,III/1
943,861460_2022-05-21_16:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_164500_LBA_OUTER_S0.fits,2022-05-21,16:45:00.000000,861460_2022-05-21_16:45:00.000000,2022-05-21 16:45:00,III/1
947,861460_2022-05-21_17:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_170000_LBA_OUTER_S0.fits,2022-05-21,17:00:00.000000,861460_2022-05-21_17:00:00.000000,2022-05-21 17:00:00,
928,861460_2022-05-21_17:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_171500_LBA_OUTER_S0.fits,2022-05-21,17:15:00.000000,861460_2022-05-21_17:15:00.000000,2022-05-21 17:15:00,
930,861460_2022-05-21_17:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_173000_LBA_OUTER_S0.fits,2022-05-21,17:30:00.000000,861460_2022-05-21_17:30:00.000000,2022-05-21 17:30:00,
958,861460_2022-05-21_17:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_174500_LBA_OUTER_S0.fits,2022-05-21,17:45:00.000000,861460_2022-05-21_17:45:00.000000,2022-05-21 17:45:00,
931,861460_2022-05-21_18:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_180000_LBA_OUTER_S0.fits,2022-05-21,18:00:00.000000,861460_2022-05-21_18:00:00.000000,2022-05-21 18:00:00,
962,861460_2022-05-21_18:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_181500_LBA_OUTER_S0.fits,2022-05-21,18:15:00.000000,861460_2022-05-21_18:15:00.000000,2022-05-21 18:15:00,
946,861460_2022-05-21_18:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4010/861460/dynamic_spectra/LOFAR_20220521_183000_LBA_OUTER_S0.fits,2022-05-21,18:30:00.000000,861460_2022-05-21_18:30:00.000000,2022-05-21 18:30:00,
